# x xerr y yerr ymodel yresidual
1.104344 0.091670 1.231979 0.119130 1.002909 0.229070
0.680585 0.275450 0.517729 0.272020 0.651964 -0.134235
0.147055 0.134060 0.536219 0.135773 0.210110 0.326109
0.598125 0.078785 0.611729 0.122130 0.583673 0.028056
1.813504 0.037700 1.778649 0.101510 1.590215 0.188434
1.260224 0.095030 1.660709 0.100305 1.132005 0.528705
0.979815 0.067070 0.963469 0.127700 0.899777 0.063692
0.817635 0.072120 0.828809 0.144100 0.765464 0.063345
0.087295 0.105805 0.495399 0.118780 0.160618 0.334781
1.225574 0.051360 1.413119 0.116390 1.103309 0.309811
1.219245 0.104875 1.581949 0.134985 1.098067 0.483882
1.250814 0.034110 0.892689 0.155090 1.124212 -0.231523
0.246315 0.138985 0.620639 0.139030 0.292314 0.328325
0.604844 0.083650 0.821939 0.130385 0.589238 0.232701
0.362994 0.194040 0.574679 0.215365 0.388944 0.185735
-0.286586 0.216115 0.256802 0.152623 -0.149019 0.405821
0.203155 0.091490 0.624359 0.099670 0.256570 0.367789
1.685604 0.092150 1.137899 0.143020 1.484292 -0.346393
0.019944 0.042730 1.961069 0.271770 0.104840 1.856229
1.266604 0.056800 1.181109 0.195125 1.137288 0.043821
0.455344 0.077380 0.641419 0.144165 0.465426 0.175993
0.174515 0.080480 0.198229 0.169883 0.232851 -0.034622
1.443805 0.057050 1.284039 0.178965 1.284041 -0.000002
1.646605 0.057950 1.660809 0.196820 1.451994 0.208815
1.055275 0.103480 1.183679 0.078335 0.962271 0.221408
0.466894 0.067475 0.492189 0.129434 0.474991 0.017198
0.587495 0.155715 0.806459 0.136455 0.574869 0.231590
0.931954 0.100100 0.879559 0.282385 0.860141 0.019418
0.903805 0.068735 0.720089 0.141100 0.836828 -0.116739
1.137155 0.072820 1.502389 0.094855 1.030082 0.472307
0.425465 0.093200 0.701869 0.100965 0.440681 0.261188
1.364204 0.069850 1.538609 0.094845 1.218118 0.320491
0.089575 0.102665 0.783359 0.089090 0.162506 0.620853
0.888704 0.086495 1.349169 0.108715 0.824322 0.524847
0.910105 0.100165 1.187159 0.120750 0.842046 0.345113
0.199924 0.351405 0.592569 0.302312 0.253895 0.338674
0.406045 0.111740 0.903599 0.112425 0.424598 0.479001
1.447704 0.028050 1.301429 0.124745 1.287270 0.014159
1.012514 0.042125 0.718089 0.239575 0.926858 -0.208769
1.100595 0.051510 0.907419 0.243045 0.999804 -0.092385
-0.026066 0.132260 0.632219 0.147405 0.066736 0.565483
1.061535 0.072390 1.180499 0.097565 0.967456 0.213043
0.292885 0.083750 1.557089 0.103345 0.330882 1.226207
0.280704 0.098080 0.681759 0.102340 0.320794 0.360965
0.002834 0.344720 0.782059 0.424135 0.090670 0.691389
0.649824 0.067095 1.185119 0.080070 0.626489 0.558630
1.009954 0.104665 1.175359 0.141220 0.924738 0.250621
1.312804 0.050900 1.310579 0.150825 1.175550 0.135029
1.308704 0.109180 1.746419 0.111535 1.172154 0.574265
0.919435 0.049880 0.719279 0.185960 0.849772 -0.130493
0.999845 0.068550 1.043959 0.173395 0.916366 0.127594
0.864514 0.054925 0.925389 0.158145 0.804289 0.121100
0.985374 0.154400 1.262349 0.185060 0.904382 0.357967
0.714794 0.073560 0.417342 0.338006 0.680295 -0.262953
0.926865 0.049870 0.944399 0.131920 0.855926 0.088473
1.265104 0.046690 1.353969 0.150755 1.136046 0.217923
0.213855 0.063870 0.372490 0.094617 0.265431 0.107059
0.859095 0.057660 1.153239 0.097270 0.799800 0.353439
1.473604 0.042000 1.714349 0.082360 1.308720 0.405629
-0.125936 0.138865 0.182382 0.148814 -0.015973 0.198355
-0.150326 0.107345 -0.984607 0.701795 -0.036172 -0.948435
0.144375 0.082660 0.655209 0.086100 0.207890 0.447319
-0.846416 0.246925 -0.192557 0.188434 -0.612654 0.420097
-0.147916 0.227000 0.010790 0.247310 -0.034177 0.044967
0.490934 0.083845 0.456609 0.237799 0.494901 -0.038292
-0.056306 0.151340 0.185133 0.180965 0.041692 0.143441
0.503235 0.086880 0.047708 0.131457 0.505088 -0.457380
-0.225355 0.080735 -0.218455 0.166321 -0.098310 -0.120145
-0.044385 0.051310 -0.606683 0.368725 0.051565 -0.658248
-0.317836 0.121775 -0.423083 0.219004 -0.174899 -0.248184
-0.024055 0.077680 -0.561119 0.539366 0.068401 -0.629520
0.100144 0.131255 0.550099 0.116390 0.171260 0.378839
0.256804 0.075990 0.147925 0.258927 0.301001 -0.153076
1.158774 0.049455 1.109169 0.133925 1.047987 0.061182
-0.621665 0.070160 1.383129 0.313395 -0.426522 1.809651
-0.194546 0.070515 -0.108176 0.138168 -0.072794 -0.035382
0.116275 0.120970 0.472679 0.129633 0.184619 0.288060
-0.009915 0.131400 0.218155 0.137573 0.080111 0.138044
0.299635 0.179035 0.794799 0.127620 0.336472 0.458327
0.295785 0.035930 -0.526808 0.403477 0.333284 -0.860091
0.572365 0.060825 0.145323 0.403800 0.562339 -0.417016
0.632545 0.221160 0.638669 0.229993 0.612178 0.026491
-0.777586 0.191490 -0.722850 0.252419 -0.555651 -0.167199
0.104545 0.114685 0.600839 0.122860 0.174904 0.425935
0.206035 0.077670 0.772309 0.092850 0.258955 0.513354
-0.714705 0.067090 -0.116036 0.055108 -0.503575 0.387539
1.636604 0.082300 0.910289 0.159415 1.443712 -0.533423
-0.119205 0.059895 -1.040306 0.475413 -0.010399 -1.029907
-0.028945 0.152825 0.332728 0.154944 0.064352 0.268376
-0.791366 0.451540 -0.470708 0.289216 -0.567063 0.096355
0.951284 0.054080 1.093929 0.112755 0.876149 0.217780
-0.534315 0.168465 0.197594 0.173696 -0.354181 0.551775
0.320985 0.050750 0.881439 0.076435 0.354153 0.527286
0.454535 0.070130 0.533679 0.155952 0.464755 0.068924
0.325254 0.091490 0.496689 0.152671 0.357689 0.139000
-0.333475 0.191625 0.248472 0.223053 -0.187851 0.436323
-0.062796 0.117370 0.153420 0.153390 0.036318 0.117103
-0.307435 0.152480 -0.128820 0.157224 -0.166286 0.037466
0.266814 0.075415 0.324223 0.189157 0.309291 0.014932
1.016584 0.053235 0.998109 0.152540 0.930229 0.067880
0.058194 0.109335 -0.225362 0.446000 0.136518 -0.361880
-1.218435 0.129710 -0.807728 0.090832 -0.920750 0.113022
-0.789206 0.226240 0.007150 0.181170 -0.565274 0.572424
0.174914 0.077545 -0.139354 0.308235 0.233182 -0.372536
0.290625 0.059580 -0.084174 0.364165 0.329010 -0.413184
0.272095 0.175080 0.444819 0.154252 0.313664 0.131155
0.277294 0.118530 0.571089 0.133165 0.317970 0.253119
0.392425 0.047455 -0.054877 0.291813 0.413318 -0.468195
0.551635 0.075100 1.566119 0.089885 0.545171 1.020948
-1.024215 0.198590 -0.858505 0.243313 -0.759902 -0.098603
1.205615 0.086545 1.294899 0.125205 1.086779 0.208120
0.988945 0.026365 0.435116 0.195999 0.907339 -0.472223
-0.562716 0.233150 -0.015713 0.147347 -0.377702 0.361989
0.310965 0.189730 0.853369 0.147530 0.345855 0.507514
-0.648895 0.218725 -0.683642 0.214717 -0.449073 -0.234569
0.341024 0.023500 -0.561672 0.217110 0.370750 -0.932421
-1.384225 0.350300 -0.586778 0.228952 -1.058052 0.471275
-0.819285 0.088925 -0.638289 0.116009 -0.590186 -0.048103
0.030365 0.149750 0.481539 0.120228 0.113470 0.368069
0.350574 0.036925 -0.205348 0.255753 0.378659 -0.584007
-0.357265 0.072525 0.251625 0.076159 -0.207554 0.459179
0.285094 0.085450 0.083674 0.191872 0.324430 -0.240756
-0.002835 0.072280 -0.041083 0.189835 0.085975 -0.127058
-1.296075 0.317135 -0.826265 0.243967 -0.985049 0.158784
0.351065 0.126450 1.320949 0.092480 0.379065 0.941884
-0.009695 0.084605 0.157506 0.161748 0.080294 0.077212
-0.345595 0.132345 -0.743317 0.229047 -0.197889 -0.545428
-0.096576 0.044195 -0.265627 0.154474 0.008342 -0.273969
-0.379855 0.072130 -0.699307 0.313895 -0.226262 -0.473045
-0.322966 0.050255 -1.201816 0.404103 -0.179148 -1.022668
-0.085896 0.147945 -0.363193 0.165389 0.017187 -0.380380
-0.137046 0.079235 0.075831 0.164216 -0.025174 0.101005
0.389114 0.105565 -0.107080 0.151061 0.410576 -0.517656
0.378485 0.088615 0.826659 0.081260 0.401773 0.424886
0.138724 0.219365 0.904609 0.174240 0.203211 0.701398
0.005455 0.061165 0.431778 0.065839 0.092841 0.338937
-0.944746 0.289970 -0.455516 0.243618 -0.694088 0.238572
-0.052256 0.330095 -0.042483 0.263382 0.045046 -0.087529
0.955685 0.083310 1.593119 0.076155 0.879794 0.713326
-0.435145 0.106010 -0.303503 0.159766 -0.272052 -0.031451
