# id x_refit sx_refit y_refit sy_refit sx_refit2 sy_refit2 covxy_refit corrxy_refit sigxp2 sigyp2 theta
314 -0.059410 0.089870 -0.358674 0.170859 0.008077 0.029193 0.002401 0.045208 0.029462 0.007807 83.594887
315 -0.097660 0.066620 -0.158438 0.247050 0.004438 0.061034 -0.006680 -0.430890 0.061812 0.003660 -83.358849
316 0.187189 0.111055 -0.073132 0.312090 0.012333 0.097400 -0.031248 -0.442520 0.107645 0.002089 -71.848221
317 0.326810 0.034550 0.377845 0.190732 0.001194 0.036379 -0.001151 -0.149900 0.036416 0.001156 -88.128525
318 -0.383600 0.060685 -0.547232 0.178315 0.003683 0.031796 0.000151 0.004566 0.031797 0.003682 89.691475
321 0.322940 0.022240 0.647755 0.049100 0.000495 0.002411 -0.000026 -0.225610 0.002411 0.000494 -89.213234
322 -0.164181 0.020995 -0.038740 0.065563 0.000441 0.004298 -0.000415 -0.214130 0.004343 0.000397 -83.931458
323 -0.211310 0.034690 0.214405 0.020027 0.001203 0.000401 -0.000010 -0.223990 0.001204 0.000401 -0.739979
324 0.619269 0.028935 0.874575 0.107945 0.000837 0.011652 -0.000538 -0.325320 0.011679 0.000811 -87.158829
326 -0.175920 0.062725 -0.371235 0.187012 0.003934 0.034974 -0.008184 -0.257820 0.036999 0.001909 -76.097496
329 0.594069 0.018960 0.893045 0.057435 0.000359 0.003299 -0.000031 -0.244470 0.003299 0.000359 -89.399109
330 0.820310 0.048270 0.495595 0.124570 0.002330 0.015518 0.003523 0.217980 0.016400 0.001448 75.941833
331 0.692070 0.019980 0.973465 0.062240 0.000399 0.003874 -0.000058 -0.214280 0.003875 0.000398 -89.044434
333 0.896919 0.080385 0.752515 0.173740 0.006462 0.030186 0.020776 0.293990 0.042247 -0.005600 59.861961
334 1.172489 0.070900 1.023305 0.155075 0.005027 0.024048 0.010202 0.310030 0.028485 0.000590 66.495796
335 0.876380 0.026020 0.981815 0.149270 0.000677 0.022282 -0.000536 -0.344870 0.022295 0.000664 -88.579407
342 0.255070 0.016775 0.380005 0.079595 0.000281 0.006335 -0.000059 -0.187330 0.006336 0.000281 -89.445923
343 -1.788900 0.095990 -1.279106 0.124753 0.009214 0.015563 -0.004873 -0.132080 0.018204 0.006573 -61.542332
344 -0.039921 0.075145 -0.244663 0.269556 0.005647 0.072660 -0.009305 -0.301610 0.073928 0.004379 -82.239540
345 -0.900701 0.066745 -0.546029 0.092478 0.004455 0.008552 -0.001641 -0.274780 0.009128 0.003879 -70.656891
352 -0.532030 0.065870 -0.563196 0.195383 0.004339 0.038175 -0.007362 -0.217420 0.039707 0.002807 -78.242302
355 0.246510 0.071975 0.413855 0.231770 0.005180 0.053717 -0.003325 -0.133320 0.053944 0.004954 -86.098915
356 -1.074560 0.066770 -0.776120 0.137644 0.004458 0.018946 -0.005366 -0.237870 0.020717 0.002687 -71.735031
357 -0.091030 0.111000 -0.370410 0.210120 0.012321 0.044151 -0.009415 -0.149550 0.046727 0.009745 -74.696526
358 0.123130 0.029940 0.529355 0.029600 0.000896 0.000876 -0.000103 -0.234570 0.000989 0.000783 -42.180458
363 0.537479 0.020690 0.753235 0.082595 0.000428 0.006822 -0.000052 -0.115760 0.006822 0.000428 -89.531273
364 -0.203990 0.059080 -0.307400 0.238542 0.003490 0.056902 -0.008573 -0.311740 0.058245 0.002148 -81.101097
365 0.650900 0.040015 0.796385 0.222345 0.001601 0.049437 -0.001485 -0.090246 0.049483 0.001555 -88.223854
366 -0.221710 0.026570 0.099788 0.047015 0.000706 0.002210 -0.000005 -0.047439 0.002210 0.000706 -89.791695
367 0.056660 0.054745 -0.088991 0.120667 0.002997 0.014561 -0.000398 -0.339220 0.014574 0.002983 -88.029327
368 0.591740 0.019245 0.819445 0.079385 0.000370 0.006302 -0.000167 -0.198310 0.006307 0.000366 -88.388580
369 0.635289 0.027160 0.993525 0.048195 0.000738 0.002323 -0.000024 -0.210570 0.002323 0.000737 -89.143791
370 0.260139 0.050090 0.420085 0.197662 0.002509 0.039070 0.000626 0.030915 0.039081 0.002498 89.020073
371 -0.126210 0.060105 -0.219927 0.251629 0.003613 0.063317 -0.007046 -0.254500 0.064138 0.002792 -83.359428
372 0.604460 0.086380 0.169448 0.248934 0.007462 0.061968 -0.005699 -0.789840 0.062558 0.006872 -84.094971
373 0.524150 0.016980 0.733715 0.058200 0.000288 0.003387 0.000024 0.060504 0.003387 0.000288 89.564583
374 0.570809 0.022745 0.841145 0.068055 0.000517 0.004631 -0.000046 -0.070134 0.004632 0.000517 -89.353653
375 -0.100680 0.043135 0.057930 0.177933 0.001861 0.031660 -0.004422 -0.412010 0.032302 0.001218 -81.734062
376 0.177310 0.027900 0.225984 0.130785 0.000778 0.017105 -0.015199 -0.590600 0.026194 -0.008311 -59.119785
378 -0.359740 0.056290 -0.395631 0.214305 0.003169 0.045926 -0.003641 -0.393220 0.046234 0.002861 -85.166878
379 0.470130 0.064095 0.263905 0.126970 0.004108 0.016121 -0.001199 -0.538100 0.016240 0.003990 -84.357056
380 0.995190 0.025750 1.361485 0.029490 0.000663 0.000870 -0.000007 -0.130320 0.000870 0.000663 -88.004509
382 1.106990 0.092000 0.914425 0.137785 0.008464 0.018985 0.026669 0.470420 0.040907 -0.013458 50.579060
383 0.704889 0.016940 1.005445 0.054970 0.000287 0.003022 -0.000019 -0.185630 0.003022 0.000287 -89.600967
385 0.546010 0.050675 0.447625 0.179070 0.002568 0.032066 0.000058 0.008772 0.032066 0.002568 89.887154
386 0.624209 0.065635 0.501755 0.203765 0.004308 0.041520 -0.003713 -0.618950 0.041887 0.003941 -84.357056
389 0.809170 0.023555 0.883115 0.149880 0.000555 0.022464 0.000851 0.108500 0.022497 0.000522 87.779671
391 -0.002271 0.088215 -0.277950 0.305568 0.007782 0.093372 -0.010917 -0.469110 0.094743 0.006411 -82.844551
392 0.229819 0.043170 0.549625 0.086445 0.001864 0.007473 -0.000113 -0.127590 0.007475 0.001861 -88.841751
393 -0.664021 0.041750 -0.250150 0.027795 0.001743 0.000773 -0.000013 -0.154650 0.001743 0.000772 -0.758844
394 0.229159 0.059970 0.278285 0.241635 0.003596 0.058387 -0.005553 -0.282600 0.058944 0.003039 -84.270943
396 0.667740 0.051135 1.083585 0.037875 0.002615 0.001435 -0.000017 -0.128120 0.002615 0.001434 -0.831189
397 0.728680 0.029440 1.100935 0.035750 0.000867 0.001278 -0.000009 -0.117380 0.001278 0.000867 -88.747833
399 1.000290 0.026100 1.266645 0.100420 0.000681 0.010084 -0.000643 -0.133860 0.010128 0.000637 -86.106712
400 0.520209 0.016660 0.756665 0.053000 0.000278 0.002809 0.000008 0.040769 0.002809 0.000278 89.820610
401 0.594990 0.074545 0.462775 0.275816 0.005557 0.076074 -0.008582 -0.476870 0.077104 0.004527 -83.159782
402 -0.243751 0.077940 -0.623570 0.174248 0.006075 0.030363 0.003800 0.091593 0.030943 0.005494 81.311119
403 0.057960 0.054375 0.481805 0.043535 0.002957 0.001895 -0.000008 -0.040087 0.002957 0.001895 -0.438900
404 1.006189 0.064350 1.404175 0.073485 0.004141 0.005400 -0.002832 -0.272690 0.007672 0.001869 -51.266171
406 0.743199 0.051275 0.599555 0.142880 0.002629 0.020415 -0.000711 -0.293510 0.020443 0.002601 -87.715248
407 0.292800 0.049855 0.227231 0.182897 0.002486 0.033451 -0.004929 -0.531770 0.034217 0.001720 -81.170021
408 -0.221890 0.086370 -0.521125 0.257646 0.007460 0.066382 -0.005956 -0.641730 0.066978 0.006864 -84.285378
409 -0.509050 0.093285 -0.552470 0.357354 0.008702 0.127702 -0.023414 -0.555340 0.132143 0.004261 -79.259872
410 0.666570 0.080940 0.289665 0.249814 0.006551 0.062407 0.001503 0.034314 0.062448 0.006511 88.459732
411 -0.071610 0.080835 -0.438849 0.215405 0.006534 0.046399 0.000064 0.001369 0.046399 0.006534 89.908356
412 0.116199 0.019115 0.373255 0.068010 0.000365 0.004625 -0.000040 -0.217180 0.004626 0.000365 -89.464111
414 1.036489 0.023200 1.282605 0.086890 0.000538 0.007550 -0.000066 -0.146670 0.007550 0.000538 -89.458717
415 -0.245220 0.075675 -0.124074 0.237300 0.005727 0.056311 -0.007382 -0.438420 0.057366 0.004671 -81.864235
416 0.858680 0.026335 0.357325 0.178461 0.000694 0.031848 0.005566 0.359440 0.032813 -0.000271 80.168610
417 -0.597791 0.044675 -0.272785 0.056351 0.001996 0.003175 -0.012422 -0.668080 0.015022 -0.009850 -46.359161
418 0.258289 0.024010 0.521485 0.073005 0.000576 0.005330 -0.000010 -0.029962 0.005330 0.000576 -89.884567
419 -0.265890 0.037830 0.063325 0.074975 0.001431 0.005621 -0.000084 -0.207170 0.005623 0.001429 -88.847549
420 -1.340820 0.061745 -1.472917 0.129871 0.003812 0.016866 0.000984 0.185750 0.016940 0.003739 85.711838
421 -0.989290 0.091565 -1.192197 0.218029 0.008384 0.047537 0.017022 0.417590 0.053902 0.002019 69.496140
424 -0.623851 0.022305 -0.535260 0.105711 0.000498 0.011175 -0.000141 -0.198840 0.011177 0.000496 -89.243217
425 -0.029160 0.073190 -0.085980 0.271161 0.005357 0.073529 -0.015982 -0.653910 0.077089 0.001796 -77.439659
426 -0.046061 0.024905 0.016696 0.134305 0.000620 0.018038 -0.002123 -0.495940 0.018293 0.000365 -83.149910
427 -0.520020 0.074175 -0.722240 0.144864 0.005502 0.020986 -0.004165 -0.113020 0.022035 0.004452 -75.858727
428 -1.143100 0.088985 -1.448336 0.255473 0.007918 0.065266 -0.010348 -0.195730 0.067076 0.006108 -80.078117
429 -0.573630 0.072480 -0.148657 0.083772 0.005253 0.007018 -0.003101 -0.148090 0.009360 0.002911 -52.939491
432 0.030060 0.053235 -0.516177 0.176550 0.002834 0.031170 -0.001008 -0.341480 0.031206 0.002798 -87.965019
433 -0.166961 0.052530 -0.220180 0.232377 0.002759 0.053999 -0.000439 -0.035317 0.054003 0.002756 -89.509041
434 -1.830730 0.082045 -1.884925 0.351530 0.006731 0.123573 -0.008180 -0.230170 0.124143 0.006161 -86.014664
435 0.169600 0.025700 0.405625 0.100035 0.000660 0.010007 -0.000247 -0.296040 0.010014 0.000654 -88.484436
436 0.811999 0.061145 1.329525 0.073185 0.003739 0.005356 -0.003635 -0.183130 0.008271 0.000824 -51.271408
437 -1.578371 0.076855 -1.836175 0.119492 0.005907 0.014278 0.005446 0.252630 0.016961 0.003224 63.773849
438 0.691580 0.062200 0.421875 0.168660 0.003869 0.028446 -0.000609 -0.081735 0.028461 0.003854 -88.581612
439 0.508770 0.021595 0.789505 0.068595 0.000466 0.004705 -0.000018 -0.082375 0.004705 0.000466 -89.755325
442 0.779889 0.029090 0.962515 0.094640 0.000846 0.008957 -0.000033 -0.037474 0.008957 0.000846 -89.767090
443 0.055599 0.023415 0.202099 0.095786 0.000548 0.009175 -0.001631 -0.424940 0.009473 0.000250 -79.645912
444 0.542529 0.070055 0.362895 0.250832 0.004908 0.062917 -0.004701 -0.133870 0.063295 0.004529 -85.396553
448 -0.708020 0.107410 -1.133321 0.335053 0.011537 0.112260 -0.015972 -0.237120 0.114732 0.009065 -81.201897
449 -0.691151 0.031970 -0.565154 0.135030 0.001022 0.018233 -0.000641 -0.162490 0.018257 0.000998 -87.870445
452 -0.217280 0.087705 -0.583224 0.282692 0.007692 0.079915 0.002546 0.052300 0.080004 0.007603 87.983772
453 -0.329910 0.119835 -0.576305 0.421845 0.014360 0.177954 -0.037408 -0.651240 0.186102 0.006212 -77.711983
455 0.047400 0.073720 -0.081861 0.306765 0.005435 0.094105 -0.007544 -0.317460 0.094742 0.004797 -85.171883
456 -0.276401 0.034360 0.072974 0.050031 0.001181 0.002503 -0.000023 -0.160990 0.002503 0.001180 -89.015495
458 -0.554440 0.042050 -0.173503 0.049865 0.001768 0.002487 -0.000017 -0.095599 0.002487 0.001768 -88.661171
459 -0.956731 0.089290 -1.294898 0.256770 0.007973 0.065931 -0.004814 -0.334050 0.066328 0.007576 -85.284370
461 -0.960960 0.114020 -1.364750 0.410839 0.013001 0.168789 -0.019748 -0.294410 0.171253 0.010536 -82.886940
467 0.619300 0.019995 0.940795 0.037550 0.000400 0.001410 -0.000007 -0.109820 0.001410 0.000400 -89.587013
468 -0.695230 0.106205 -1.217568 0.255127 0.011280 0.065090 -0.009581 -0.129190 0.066745 0.009625 -80.199837
469 -1.211761 0.101765 -1.619915 0.342186 0.010356 0.117091 -0.010274 -0.196630 0.118071 0.009376 -84.551537
470 -0.175281 0.021130 0.039981 0.073068 0.000446 0.005339 -0.000112 -0.112490 0.005342 0.000444 -88.694786
471 -0.692660 0.125155 -0.599412 0.163095 0.015664 0.026600 -0.003692 -0.063987 0.027730 0.014534 -72.985474
472 1.486489 0.054250 1.358055 0.272150 0.002943 0.074066 0.016243 0.378710 0.077600 -0.000591 77.725464
475 0.178720 0.055730 0.685515 0.038165 0.003106 0.001457 -0.000039 -0.263170 0.003107 0.001456 -1.359751
476 0.181729 0.057460 0.684895 0.040300 0.003302 0.001624 -0.000070 -0.297720 0.003305 0.001621 -2.382180
477 0.520749 0.032755 0.251019 0.086603 0.001073 0.007500 0.001520 0.285760 0.007841 0.000732 77.346786
479 0.077310 0.084190 -0.045570 0.159719 0.007088 0.025510 0.001919 0.041307 0.025708 0.006890 84.117325
480 -0.302951 0.090495 -0.557509 0.193055 0.008189 0.037270 0.000794 0.015462 0.037292 0.008168 88.437042
481 -1.195560 0.056045 -1.287358 0.164595 0.003141 0.027092 -0.001094 -0.119670 0.027141 0.003091 -87.391060
482 -0.964440 0.134910 -0.971893 0.464472 0.018201 0.215734 -0.052014 -0.753040 0.228593 0.005342 -76.113556
483 -1.472711 0.077555 -1.522548 0.252687 0.006015 0.063850 0.012771 0.261690 0.066545 0.003320 78.086143
484 0.446859 0.038515 0.486585 0.188705 0.001483 0.035610 -0.002554 -0.566510 0.035800 0.001293 -85.743744
485 -0.245120 0.028670 0.018755 0.086634 0.000822 0.007505 -0.000800 -0.411360 0.007600 0.000728 -83.268974
486 -0.553241 0.085840 -0.887802 0.261553 0.007369 0.068410 -0.004478 -0.326500 0.068737 0.007042 -85.826477
487 -1.055301 0.070960 -1.260790 0.162225 0.005035 0.026317 -0.001035 -0.385840 0.026367 0.004985 -87.222221
488 -1.727880 0.075885 -1.906905 0.220804 0.005759 0.048755 0.013018 0.381910 0.052389 0.002124 74.401634
489 0.126849 0.055795 -0.285556 0.140623 0.003113 0.019775 -0.002334 -0.502580 0.020096 0.002792 -82.175514
490 -0.837521 0.061355 -0.978487 0.203789 0.003764 0.041530 -0.000888 -0.170040 0.041551 0.003744 -88.654297
491 -0.865781 0.074480 -1.155406 0.232581 0.005547 0.054094 -0.001739 -0.068399 0.054156 0.005485 -87.950752
492 -0.623381 0.036440 -0.610783 0.175194 0.001328 0.030693 -0.000256 -0.082876 0.030695 0.001326 -89.500885
493 -1.526590 0.072065 -1.675265 0.253563 0.005193 0.064294 -0.002015 -0.143540 0.064363 0.005125 -88.049370
494 -0.877770 0.077280 -1.114038 0.275838 0.005972 0.076086 -0.011234 -0.365820 0.077842 0.004216 -81.115997
495 0.624849 0.051655 0.963775 0.099940 0.002668 0.009988 -0.000155 -0.203720 0.009991 0.002665 -88.784950
497 -0.668011 0.024165 -0.300671 0.036423 0.000584 0.001327 -0.000020 -0.315560 0.001327 0.000583 -88.425400
498 -0.030670 0.034575 0.026020 0.200566 0.001195 0.040227 -0.001715 -0.334520 0.040302 0.001120 -87.488922
501 0.484130 0.064555 0.470255 0.246118 0.004167 0.060574 -0.010494 -0.561220 0.062463 0.002278 -79.795296
504 -0.940950 0.079825 -0.902138 0.193311 0.006372 0.037369 0.019759 0.363010 0.046983 -0.003242 64.054916
505 -1.511550 0.161880 -1.436335 0.232862 0.026205 0.054225 0.007976 0.116580 0.056336 0.024094 75.173988
506 -1.076521 0.077550 -0.999468 0.193601 0.006014 0.037481 0.006711 0.192220 0.038853 0.004643 78.450363
507 -2.176940 0.069710 -1.897705 0.208172 0.004859 0.043335 -0.000886 -0.071963 0.043356 0.004839 -88.681374
508 -0.514421 0.054645 -0.618416 0.156413 0.002986 0.024465 -0.000982 -0.354870 0.024510 0.002941 -87.388680
509 -1.752110 0.101545 -2.028935 0.338009 0.010311 0.114250 -0.004730 -0.098460 0.114465 0.010097 -87.399712
510 -0.857011 0.033360 -0.784947 0.161446 0.001113 0.026065 0.000301 0.063013 0.026068 0.001109 89.308662
511 -2.040771 0.113100 -2.159455 0.243835 0.012792 0.059456 -0.003275 -0.058108 0.059684 0.012563 -86.004562
512 -0.177300 0.061575 -0.200506 0.249986 0.003791 0.062493 -0.009063 -0.329500 0.063861 0.002424 -81.420059
513 -1.489100 0.047990 -1.517698 0.209952 0.002303 0.044080 0.000011 0.002298 0.044080 0.002303 89.985168
514 0.295309 0.026425 0.417815 0.124890 0.000698 0.015598 -0.001585 -0.349950 0.015764 0.000531 -83.993614
515 0.069579 0.095020 -0.134334 0.247466 0.009029 0.061239 -0.006461 -0.103430 0.062027 0.008241 -83.049042
517 -1.076381 0.095900 -1.380976 0.374366 0.009197 0.140150 -0.009550 -0.178250 0.140843 0.008504 -85.850677
519 -1.482420 0.075515 -1.469805 0.313585 0.005703 0.098335 -0.004875 -0.140170 0.098591 0.005447 -86.995743
520 -1.338400 0.157930 -1.664970 0.301695 0.024942 0.091020 -0.018672 -0.179140 0.095931 0.020031 -75.263451
521 -1.239161 0.062055 -1.393777 0.073870 0.003851 0.005457 0.000110 0.086834 0.005464 0.003843 86.109245
522 -0.195661 0.041070 0.248002 0.050341 0.001687 0.002534 -0.000046 -0.245890 0.002537 0.001684 -86.891808
523 -0.903340 0.092625 -1.270136 0.298729 0.008579 0.089239 -0.006990 -0.235730 0.089840 0.007978 -85.083488
524 0.323910 0.027915 0.510485 0.134955 0.000779 0.018213 -0.000068 -0.007275 0.018213 0.000779 -89.777107
525 0.323899 0.027265 0.518385 0.119230 0.000743 0.014216 0.000108 0.044232 0.014217 0.000743 89.539925
526 -0.721480 0.019765 -0.507515 0.076498 0.000391 0.005852 -0.000170 -0.308590 0.005857 0.000385 -88.218231
528 -0.153780 0.038495 0.305765 0.023475 0.001482 0.000551 -0.000009 -0.078876 0.001482 0.000551 -0.545106
529 0.012640 0.041490 -0.061731 0.152434 0.001721 0.023236 -0.000830 -0.447350 0.023268 0.001689 -87.794518
530 -0.132111 0.066410 -0.140524 0.234938 0.004410 0.055196 -0.007512 -0.242680 0.056284 0.003322 -81.760147
531 -1.671051 0.102355 -1.939225 0.252943 0.010477 0.063980 0.008801 0.160800 0.065391 0.009066 80.894958
532 -1.849690 0.227035 -2.097115 0.396064 0.051545 0.156866 -0.038071 -0.276140 0.169187 0.039224 -72.067497
533 -0.939840 0.078810 -1.152620 0.206848 0.006211 0.042786 0.001828 0.103550 0.042877 0.006120 87.145233
535 0.614619 0.035780 0.909485 0.095735 0.001280 0.009165 -0.000062 -0.108930 0.009166 0.001280 -89.553047
536 0.669629 0.074330 0.653485 0.275820 0.005525 0.076077 -0.006299 -0.193680 0.076635 0.004967 -84.937469
537 -0.814011 0.096415 -1.249128 0.296922 0.009296 0.088163 -0.006028 -0.129510 0.088621 0.008838 -85.654297
538 -0.086531 0.050785 0.383915 0.024565 0.002579 0.000603 -0.000006 -0.042009 0.002579 0.000603 -0.183667
539 0.258790 0.029310 0.626965 0.037655 0.000859 0.001418 -0.000018 -0.236340 0.001418 0.000858 -88.142410
540 0.253940 0.029400 0.623455 0.041150 0.000864 0.001693 -0.000018 -0.232740 0.001694 0.000864 -88.723824
541 0.176270 0.028475 -0.382855 0.123913 0.000811 0.015354 -0.002531 -0.700270 0.015782 0.000383 -80.405304
542 -0.355961 0.118630 -0.448744 0.171287 0.014073 0.029339 -0.001963 -0.028697 0.029588 0.013825 -82.787827
543 -0.079321 0.092615 -0.424309 0.199348 0.008578 0.039740 0.009129 0.145480 0.042217 0.006100 74.816338
544 -1.189381 0.095715 -1.520157 0.306473 0.009161 0.093926 -0.007365 -0.202590 0.094561 0.008526 -85.070900
545 0.398640 0.097190 0.072152 0.162856 0.009446 0.026522 0.009324 0.152080 0.030626 0.005342 66.240639
546 -0.615050 0.028255 -0.226242 0.041166 0.000798 0.001695 -0.000045 -0.378280 0.001697 0.000796 -87.114426
547 0.605390 0.073920 0.250604 0.197869 0.005464 0.039152 -0.000337 -0.014527 0.039156 0.005461 -89.426819
548 0.258120 0.043485 0.284125 0.203388 0.001891 0.041367 -0.003883 -0.541480 0.041745 0.001513 -84.435623
549 0.158700 0.090405 -0.100266 0.320285 0.008173 0.102582 -0.007844 -0.237660 0.103230 0.007526 -85.282921
550 -1.620050 0.075455 -1.794975 0.265635 0.005693 0.070562 0.001574 0.075039 0.070600 0.005655 88.610657
552 -0.558870 0.025120 -0.279634 0.056953 0.000631 0.003244 -0.000007 -0.020679 0.003244 0.000631 -89.856300
553 -0.949740 0.073645 -1.118312 0.222540 0.005424 0.049524 -0.003963 -0.379640 0.049877 0.005070 -84.905739
554 -0.610551 0.020795 -0.459154 0.086869 0.000432 0.007546 0.000064 0.096459 0.007547 0.000432 89.481400
555 -1.125811 0.061780 -1.282307 0.128295 0.003817 0.016460 -0.000537 -0.110580 0.016482 0.003794 -87.570854
556 -1.478490 0.116035 -2.010275 0.323009 0.013464 0.104335 -0.019528 -0.258000 0.108354 0.009445 -78.371078
557 -1.353910 0.084700 -1.532169 0.247032 0.007174 0.061025 -0.005275 -0.271600 0.061537 0.006662 -84.457542
558 -1.779561 0.083790 -1.990645 0.268337 0.007021 0.072004 0.008764 0.218320 0.073166 0.005860 82.452522
559 -1.149570 0.078675 -1.293165 0.250787 0.006190 0.062894 -0.003751 -0.300940 0.063141 0.005943 -86.231346
560 -0.737201 0.085540 -1.079417 0.198382 0.007317 0.039355 -0.001556 -0.032085 0.039431 0.007242 -87.226204
561 0.548280 0.019350 0.852125 0.045890 0.000374 0.002106 -0.000002 -0.023668 0.002106 0.000374 -89.920349
563 -0.393371 0.028370 -0.048080 0.059200 0.000805 0.003505 -0.000054 -0.296620 0.003506 0.000804 -88.856583
565 -1.899721 0.228520 -1.488073 0.171753 0.052221 0.029499 -0.007808 -0.158920 0.054646 0.027075 -17.250267
566 0.077169 0.074425 -0.314142 0.214263 0.005539 0.045909 0.004608 0.088634 0.046428 0.005020 83.569733
567 0.078699 0.077865 -0.268590 0.240367 0.006063 0.057776 0.012225 0.243920 0.060521 0.003319 77.347633
568 0.376030 0.074190 0.381295 0.197039 0.005504 0.038825 -0.004134 -0.117400 0.039330 0.004999 -83.032631
571 0.600329 0.029675 0.741695 0.201200 0.000881 0.040481 -0.006994 -0.487060 0.041680 -0.000318 -80.273010
572 -0.642570 0.088110 -0.915041 0.325494 0.007763 0.105946 -0.006443 -0.139090 0.106367 0.007342 -86.261482
574 -0.013921 0.084200 -0.116284 0.226646 0.007090 0.051369 -0.012350 -0.301460 0.054580 0.003878 -75.423019
576 -0.388170 0.021340 -0.227815 0.089008 0.000455 0.007922 -0.000553 -0.265310 0.007963 0.000415 -85.786758
577 -1.641651 0.148675 -1.935015 0.299283 0.022104 0.089570 0.011236 0.085496 0.091392 0.020282 80.788902
578 -1.518421 0.112715 -1.997175 0.312467 0.012705 0.097635 -0.004887 -0.062721 0.097916 0.012424 -86.717911
579 -1.623520 0.048460 -1.669611 0.167978 0.002348 0.028217 0.000253 0.141610 0.028219 0.002346 89.440247
580 -0.355571 0.100075 -0.625246 0.257660 0.010015 0.066389 -0.012949 -0.224370 0.069221 0.007183 -77.662994
581 -0.377570 0.094850 -0.558258 0.229549 0.008997 0.052693 -0.005648 -0.102820 0.053411 0.008278 -82.752739
583 -1.097501 0.125785 -1.396656 0.428879 0.015822 0.183938 -0.026009 -0.478340 0.187869 0.011890 -81.403496
585 -1.588241 0.074160 -1.695693 0.285187 0.005500 0.081332 -0.000414 -0.010518 0.081334 0.005497 -89.687279
588 -1.177391 0.052965 -1.164303 0.214720 0.002805 0.046104 -0.003239 -0.241040 0.046345 0.002564 -85.745926
590 -1.741470 0.096675 -1.594901 0.130733 0.009346 0.017091 -0.005372 -0.132370 0.019841 0.006597 -62.893936
591 -1.850511 0.088125 -1.654189 0.125820 0.007766 0.015831 -0.006697 -0.199300 0.019616 0.003981 -60.525894
592 -0.019341 0.095995 -0.162291 0.263061 0.009215 0.069201 -0.015567 -0.323200 0.073001 0.005416 -76.284927
593 -0.191091 0.068955 -0.435359 0.260633 0.004755 0.067929 0.005408 0.229340 0.068389 0.004295 85.142792
595 -0.037411 0.063770 -0.185665 0.173151 0.004067 0.029981 -0.001076 -0.522700 0.030026 0.004022 -87.625603
596 1.131989 0.126400 1.070235 0.144210 0.015977 0.020797 0.010000 0.155490 0.028673 0.008101 51.774616
597 0.608789 0.037210 0.586415 0.146940 0.001385 0.021591 -0.001074 -0.521240 0.021648 0.001328 -86.967491
598 0.238159 0.017480 0.478645 0.050765 0.000306 0.002577 -0.000061 -0.140350 0.002579 0.000304 -88.462318
599 -0.375911 0.029870 -0.353141 0.141520 0.000892 0.020028 -0.000405 -0.385550 0.020036 0.000884 -88.788399
600 0.000000 0.208895 0.206529 0.240127 0.043637 0.057661 0.001157 0.013195 0.057756 0.043542 85.315094
601 -0.227930 0.070330 -0.396290 0.265711 0.004946 0.070602 -0.010562 -0.365420 0.072260 0.003289 -81.082527
602 -0.509601 0.082040 -0.811560 0.242894 0.006731 0.058997 -0.003867 -0.134500 0.059282 0.006446 -85.791794
603 -1.487660 0.090180 -1.899775 0.267419 0.008132 0.071513 0.017413 0.241340 0.075982 0.003664 75.606194
605 -0.590940 0.056990 -0.696994 0.234205 0.003248 0.054852 -0.004406 -0.175050 0.055226 0.002874 -85.154358
606 -0.594761 0.054645 -0.673148 0.237289 0.002986 0.056306 -0.002209 -0.090379 0.056397 0.002895 -87.632111
607 -0.501011 0.156170 -1.095397 0.451601 0.024389 0.203943 -0.033166 -0.491790 0.209874 0.018459 -79.862236
608 -1.393661 0.154160 -1.226722 0.204490 0.023765 0.041816 -0.004193 -0.075202 0.042743 0.022839 -77.541931
609 -1.233901 0.070540 -1.527551 0.160488 0.004976 0.025756 -0.001068 -0.198240 0.025811 0.004921 -87.066422
610 -1.495440 0.107195 -1.704549 0.286528 0.011491 0.082098 0.009633 0.148100 0.083389 0.010200 82.369110
611 -1.422700 0.194155 -1.149784 0.190767 0.037696 0.036392 -0.001277 -0.023024 0.038478 0.035610 -31.481447
613 -1.433071 0.074610 -1.604339 0.135247 0.005567 0.018292 0.003065 0.170690 0.018992 0.004867 77.139473
614 -0.607270 0.028365 -0.440694 0.157832 0.000805 0.024911 0.000285 0.020616 0.024914 0.000801 89.322029
615 -1.670101 0.088445 -1.720995 0.354764 0.007823 0.125858 -0.015210 -0.293380 0.127786 0.005894 -82.774094
616 0.463639 0.090845 0.396635 0.245603 0.008253 0.060321 -0.002153 -0.039979 0.060410 0.008164 -87.635986
621 -0.797291 0.075310 -1.228717 0.257679 0.005672 0.066398 -0.004784 -0.325710 0.066773 0.005297 -85.522820
622 -1.576840 0.101875 -1.891265 0.365532 0.010379 0.133613 -0.008227 -0.108940 0.134160 0.009832 -86.197487
624 -1.398370 0.101495 -1.682289 0.340820 0.010301 0.116159 -0.012548 -0.289240 0.117626 0.008834 -83.331444
626 0.458830 0.044800 0.784085 0.071480 0.002007 0.005109 -0.000056 -0.135320 0.005110 0.002006 -88.961784
627 -1.939741 0.138550 -2.146685 0.226990 0.019196 0.051524 0.028246 0.256820 0.067904 0.002816 59.890484
628 0.426769 0.017545 0.698975 0.068420 0.000308 0.004681 -0.000028 -0.121730 0.004681 0.000308 -89.628189
629 0.426629 0.018810 0.695125 0.071390 0.000354 0.005097 -0.000068 -0.203550 0.005097 0.000353 -89.183105
