# id x_refit sx_refit y_refit sy_refit sx_refit2 sy_refit2 covxy_refit corrxy_refit sigxp2 sigyp2 theta
630 -1.679551 0.038635 -1.951735 0.051785 0.001493 0.002682 -0.000046 -0.122410 0.002683 0.001491 -87.781799
632 -1.145491 0.111010 -1.631308 0.343962 0.012323 0.118310 -0.013318 -0.173260 0.119958 0.010675 -82.946434
634 0.342669 0.053560 0.686005 0.111805 0.002869 0.012500 -0.000239 -0.164290 0.012506 0.002863 -88.579071
635 -1.482020 0.152050 -1.365465 0.206525 0.023119 0.042652 0.007129 0.135380 0.044977 0.020794 71.936440
636 -0.371820 0.078050 -0.719813 0.208503 0.006092 0.043473 -0.002257 -0.209810 0.043609 0.005956 -86.556854
637 -0.364611 0.080405 -0.514816 0.190877 0.006465 0.036434 -0.010407 -0.291960 0.039693 0.003206 -72.609665
638 -0.817210 0.097365 -0.943184 0.172407 0.009480 0.029724 0.023599 0.325240 0.045280 -0.006076 56.607723
642 -0.444540 0.024870 -0.419310 0.133815 0.000619 0.017907 -0.000360 -0.301700 0.017914 0.000611 -88.808868
643 -0.491560 0.072835 -0.706286 0.231403 0.005305 0.053548 -0.004216 -0.361720 0.053913 0.004939 -85.043129
644 -0.933121 0.051105 -0.948740 0.183314 0.002612 0.033604 0.006114 0.294370 0.034766 0.001449 79.234619
646 -1.424170 0.067780 -1.156907 0.179785 0.004594 0.032322 -0.002685 -0.273740 0.032580 0.004337 -84.520348
647 -1.043020 0.063725 -1.165335 0.251279 0.004061 0.063141 0.006075 0.201980 0.063759 0.003443 84.189491
648 0.241659 0.018115 -0.206554 0.079659 0.000328 0.006346 -0.000695 -0.518810 0.006425 0.000249 -83.500656
649 0.355200 0.028105 0.488565 0.156795 0.000790 0.024585 -0.001659 -0.467730 0.024700 0.000675 -86.031799
650 -0.166261 0.022550 -0.020942 0.093923 0.000509 0.008822 -0.000107 -0.105040 0.008823 0.000507 -89.261719
651 -0.632131 0.032210 -0.550073 0.187417 0.001037 0.035125 0.011628 0.418040 0.038714 -0.002551 72.848228
652 -0.171460 0.016515 0.005658 0.063437 0.000273 0.004024 0.000034 0.100300 0.004025 0.000272 89.485497
655 -1.850350 0.136570 -2.149005 0.275440 0.018651 0.075867 0.030584 0.257860 0.089138 0.005381 66.543961
657 -1.327361 0.056120 -1.468415 0.099284 0.003149 0.009857 -0.000046 -0.052032 0.009858 0.003149 -89.603745
658 -0.679291 0.079650 -0.922307 0.240234 0.006344 0.057712 -0.004496 -0.327090 0.058103 0.005954 -85.035812
659 -0.473640 0.043190 -0.115659 0.062390 0.001865 0.003892 -0.000081 -0.130200 0.003896 0.001862 -87.723083
660 0.306740 0.063015 0.097628 0.125765 0.003971 0.015817 -0.000716 -0.455420 0.015860 0.003928 -86.551270
661 1.013989 0.035200 0.998205 0.141270 0.001239 0.019957 -0.000450 -0.282090 0.019968 0.001228 -88.623924
663 -0.182541 0.056070 -0.396807 0.139060 0.003144 0.019338 -0.001179 -0.455400 0.019423 0.003058 -85.857658
665 -0.388141 0.063605 -0.805770 0.150700 0.004046 0.022711 0.001420 0.033777 0.022818 0.003938 85.673920
666 -0.312361 0.012575 -0.152704 0.034419 0.000158 0.001185 -0.000005 -0.064420 0.001185 0.000158 -89.744743
667 0.605209 0.039010 1.012785 0.027525 0.001522 0.000758 -0.000009 -0.140540 0.001522 0.000758 -0.671324
668 0.025510 0.095125 -0.361059 0.297250 0.009049 0.088358 -0.008915 -0.566770 0.089348 0.008059 -83.664528
669 1.513289 0.036150 1.227755 0.148225 0.001307 0.021971 0.026597 0.544310 0.040172 -0.016895 55.614613
671 0.296559 0.057160 0.334205 0.320917 0.003267 0.102988 -0.011149 -0.346010 0.104219 0.002036 -83.697868
674 -0.361940 0.043020 0.106647 0.036387 0.001851 0.001324 -0.000029 -0.229890 0.001852 0.001322 -3.145436
675 -0.238151 0.044225 0.049471 0.125317 0.001956 0.015704 -0.000922 -0.257780 0.015766 0.001894 -86.181046
678 1.432590 0.059700 1.241325 0.254485 0.003564 0.064763 0.011908 0.491710 0.066998 0.001329 79.368004
679 0.096519 0.080670 -0.238091 0.208265 0.006508 0.043374 -0.003189 -0.541700 0.043648 0.006234 -85.092888
680 0.092779 0.080365 -0.231247 0.207097 0.006459 0.042889 -0.002452 -0.394580 0.043053 0.006294 -86.166672
681 -0.784801 0.093320 -0.997414 0.356755 0.008709 0.127274 -0.025722 -0.402060 0.132614 0.003369 -78.272301
683 0.510119 0.025455 0.631475 0.151430 0.000648 0.022931 -0.000487 -0.170080 0.022942 0.000637 -88.749382
684 -1.493731 0.112745 -1.930255 0.391132 0.012711 0.152984 -0.020159 -0.292400 0.155824 0.009872 -81.981995
687 -1.706080 0.098985 -1.998025 0.229070 0.009798 0.052473 0.001547 0.022358 0.052529 0.009742 87.927147
688 -0.144951 0.104115 -0.175936 0.411547 0.010840 0.169371 -0.031870 -0.623110 0.175538 0.004673 -79.048309
689 -0.463910 0.033830 0.028465 0.019860 0.001144 0.000394 0.000001 0.043042 0.001144 0.000394 0.072236
690 -0.152301 0.034345 0.099438 0.109101 0.001180 0.011903 -0.001481 -0.351990 0.012104 0.000979 -82.279961
691 -1.855690 0.075005 -2.071345 0.184205 0.005626 0.033931 0.004597 0.202800 0.034659 0.004898 81.003738
694 0.645260 0.036295 1.105025 0.016575 0.001317 0.000275 -0.000225 -0.253750 0.001364 0.000228 -11.684912
695 -1.661611 0.024875 -1.488069 0.067345 0.000619 0.004535 -0.000012 -0.018099 0.004535 0.000619 -89.823204
699 -1.026131 0.065150 -1.214133 0.248862 0.004245 0.061932 0.001361 0.046672 0.061964 0.004212 88.649437
701 -0.020790 0.080435 -0.246880 0.296996 0.006470 0.088207 -0.009629 -0.203470 0.089326 0.005351 -83.371033
702 -0.056061 0.084780 0.000000 0.248179 0.007188 0.061593 -0.014487 -0.444910 0.065210 0.003571 -75.981018
703 0.330009 0.017590 0.592105 0.074175 0.000309 0.005502 -0.000107 -0.342610 0.005504 0.000307 -88.818123
704 0.314879 0.017560 0.577075 0.069745 0.000308 0.004864 -0.000300 -0.454900 0.004884 0.000289 -86.244614
705 1.243389 0.043050 1.509975 0.172830 0.001853 0.029870 -0.000051 -0.049041 0.029870 0.001853 -89.895363
707 -1.784060 0.124795 -2.017745 0.382715 0.015574 0.146471 -0.017336 -0.223180 0.148728 0.013317 -82.582115
710 -0.772571 0.078405 -0.988600 0.234106 0.006147 0.054806 0.011240 0.229940 0.057276 0.003676 77.601570
713 -2.004011 0.098620 -2.011155 0.239915 0.009726 0.057559 0.001289 0.032094 0.057594 0.009691 88.457733
714 -1.084041 0.079435 -1.200962 0.215539 0.006310 0.046457 0.016013 0.321960 0.052061 0.000705 70.709969
715 -0.811180 0.031725 -0.693384 0.183739 0.001006 0.033760 -0.001559 -0.390300 0.033834 0.000932 -87.281563
716 -0.140281 0.058165 -0.193122 0.244352 0.003383 0.059708 0.002105 0.074708 0.059786 0.003305 87.862579
719 -1.520650 0.059015 -1.565159 0.122367 0.003483 0.014974 -0.003283 -0.113480 0.015845 0.002611 -75.129372
720 -1.126710 0.028065 -1.092761 0.141802 0.000788 0.020108 -0.000155 -0.091009 0.020109 0.000786 -89.540634
724 0.155519 0.033035 0.336995 0.128813 0.001091 0.016593 -0.001234 -0.341040 0.016690 0.000994 -85.477234
725 0.150929 0.030485 0.358845 0.103395 0.000929 0.010691 -0.000187 -0.145600 0.010694 0.000926 -88.901070
726 -1.350861 0.068755 -1.559284 0.203741 0.004727 0.041510 0.011677 0.419400 0.044904 0.001333 73.793983
727 -0.296551 0.073990 -0.509983 0.192630 0.005475 0.037106 -0.001084 -0.029925 0.037144 0.005437 -88.039948
728 -0.436670 0.156605 -0.933082 0.277921 0.024525 0.077240 -0.032527 -0.340250 0.092748 0.009017 -64.509361
731 -1.671950 0.093410 -2.101275 0.275085 0.008725 0.075672 0.024936 0.295560 0.083939 0.000458 71.657768
733 -0.442471 0.022720 -0.354579 0.122608 0.000516 0.015033 -0.000231 -0.132870 0.015036 0.000513 -89.088524
735 -1.571311 0.078415 -1.746412 0.247365 0.006149 0.061189 -0.009039 -0.217330 0.062636 0.004702 -80.908417
736 -1.799510 0.089050 -2.012205 0.296243 0.007930 0.087760 -0.002304 -0.052985 0.087826 0.007863 -88.347839
740 -1.772440 0.064910 -1.917745 0.226107 0.004213 0.051124 0.003165 0.152190 0.051337 0.004001 86.157806
741 -0.995010 0.083265 -1.236111 0.268647 0.006933 0.072171 -0.002241 -0.046558 0.072248 0.006856 -88.034470
742 -0.122130 0.030025 -0.439946 0.110162 0.000902 0.012136 -0.001002 -0.609150 0.012224 0.000813 -84.942360
743 -0.586030 0.025870 -0.482959 0.134596 0.000669 0.018116 0.000043 0.017848 0.018116 0.000669 89.857346
744 -1.642030 0.091205 -1.917325 0.188791 0.008318 0.035642 -0.001048 -0.017991 0.035682 0.008278 -87.807549
745 0.475880 0.084090 0.133921 0.224367 0.007071 0.050340 -0.004641 -0.579210 0.050833 0.006579 -83.945763
746 1.315289 0.033300 0.762035 0.121550 0.001109 0.014774 0.003347 0.382890 0.015550 0.000333 76.951118
748 0.853720 0.024395 1.021335 0.127660 0.000595 0.016297 0.000067 0.048905 0.016297 0.000595 89.756447
750 -1.070351 0.065630 -1.271769 0.225157 0.004307 0.050696 0.000248 0.031981 0.050697 0.004306 89.693695
751 0.454820 0.027755 0.603845 0.118020 0.000770 0.013929 0.000317 0.234420 0.013936 0.000763 88.622345
752 0.453150 0.028585 0.592835 0.136470 0.000817 0.018624 0.000481 0.194760 0.018637 0.000804 88.454727
753 0.810200 0.050440 1.077945 0.179890 0.002544 0.032360 -0.003198 -0.320010 0.032700 0.002205 -83.946175
755 0.504550 0.052595 0.435825 0.189494 0.002766 0.035908 -0.005614 -0.522680 0.036833 0.001841 -80.641930
763 -0.941441 0.028385 -1.392829 0.048032 0.000806 0.002307 -0.000048 -0.089621 0.002309 0.000804 -88.155014
765 0.291209 0.027680 0.582495 0.086140 0.000766 0.007420 -0.000167 -0.281940 0.007424 0.000762 -88.566971
766 -1.426820 0.131700 -1.560022 0.272157 0.017345 0.074069 0.001277 0.015579 0.074098 0.017316 88.711212
767 -0.076950 0.027890 0.242215 0.058182 0.000778 0.003385 -0.001883 -0.431880 0.004372 -0.000209 -62.347179
768 -0.100511 0.023125 0.228012 0.049529 0.000535 0.002453 -0.000010 -0.079815 0.002453 0.000535 -89.698586
770 -1.495690 0.033795 -1.461956 0.154541 0.001142 0.023883 0.000117 0.033192 0.023884 0.001142 89.705650
771 -0.754161 0.029970 -0.726454 0.106945 0.000898 0.011437 -0.000131 -0.184300 0.011439 0.000897 -89.290512
773 -0.727060 0.112855 -0.915521 0.316772 0.012736 0.100344 -0.018124 -0.315160 0.103946 0.009135 -78.761269
775 -0.048120 0.072875 -0.032068 0.250237 0.005311 0.062618 -0.008840 -0.231520 0.063951 0.003978 -81.427307
776 -0.132641 0.053910 0.225276 0.063059 0.002906 0.003976 -0.000477 -0.169480 0.004158 0.002724 -69.127220
777 -0.152440 0.050345 0.210041 0.063451 0.002535 0.004026 -0.000024 -0.061245 0.004026 0.002534 -89.070091
778 0.731030 0.076340 0.433855 0.154175 0.005828 0.023770 -0.002335 -0.778400 0.024069 0.005529 -82.705940
781 -0.773280 0.025215 -0.592592 0.122312 0.000636 0.014960 0.000336 0.121430 0.014968 0.000628 88.655464
783 0.781520 0.019170 0.997375 0.078920 0.000367 0.006228 0.000075 0.183480 0.006229 0.000367 89.263512
785 -0.393881 0.022275 -0.178629 0.071694 0.000496 0.005140 -0.000267 -0.167120 0.005155 0.000481 -86.718826
787 -1.516800 0.098380 -1.845755 0.269323 0.009679 0.072535 0.006176 0.126360 0.073136 0.009077 84.440895
788 -0.295011 0.088555 -0.551099 0.279064 0.007842 0.077877 -0.012738 -0.292970 0.080122 0.005597 -80.005280
789 -1.851561 0.117260 -1.868715 0.224151 0.013750 0.050244 0.001717 0.025921 0.050324 0.013669 87.311569
791 -0.211941 0.071760 -0.368549 0.209387 0.005149 0.043843 -0.002467 -0.536130 0.044000 0.004993 -86.365997
796 -0.871120 0.099350 -1.034546 0.390173 0.009870 0.152235 -0.017316 -0.484010 0.154311 0.007795 -83.163811
797 -0.498680 0.035025 -0.160127 0.078956 0.001227 0.006234 -0.000092 -0.174610 0.006236 0.001225 -88.946030
798 -0.084790 0.019790 0.161124 0.063371 0.000392 0.004016 -0.000011 -0.023402 0.004016 0.000392 -89.833305
799 -1.262681 0.077365 -1.092753 0.243274 0.005985 0.059182 -0.005745 -0.333730 0.059796 0.005372 -83.905952
800 -1.374031 0.066630 -1.567687 0.165047 0.004440 0.027241 0.000447 0.033829 0.027249 0.004431 88.876816
801 0.015619 0.027660 0.034323 0.135942 0.000765 0.018480 -0.000492 -0.259990 0.018494 0.000751 -88.410301
802 -1.210900 0.077625 -1.430424 0.269593 0.006026 0.072680 0.008646 0.171560 0.073784 0.004922 82.727959
803 -0.793970 0.039200 -0.856417 0.120197 0.001537 0.014447 0.000522 0.124710 0.014468 0.001516 87.689964
804 -0.879460 0.034120 -0.798405 0.206786 0.001164 0.042760 -0.000563 -0.099795 0.042768 0.001157 -89.224693
805 -0.352870 0.042610 -0.635830 0.109607 0.001816 0.012014 -0.000627 -0.532310 0.012052 0.001777 -86.493164
807 -0.731140 0.046450 -0.726304 0.179145 0.002158 0.032093 0.003318 0.260080 0.032456 0.001794 83.750961
808 1.052890 0.019250 1.256225 0.090245 0.000371 0.008144 -0.000872 -0.463350 0.008241 0.000274 -83.676781
809 -1.494161 0.038195 -1.090204 0.026788 0.001459 0.000718 -0.000010 -0.120410 0.001459 0.000717 -0.765707
810 -0.194201 0.060665 -0.463563 0.213229 0.003680 0.045466 0.008136 0.219070 0.046995 0.002152 79.361511
813 -1.097651 0.056330 -1.176176 0.203923 0.003173 0.041585 -0.002879 -0.279480 0.041799 0.002958 -85.736916
814 -1.460270 0.077455 -1.682161 0.286822 0.005999 0.082267 -0.004511 -0.140420 0.082533 0.005733 -86.626724
815 0.439569 0.067815 0.237318 0.161701 0.004599 0.026147 0.003201 0.226710 0.026613 0.004133 81.726120
816 1.346889 0.019100 1.030865 0.068590 0.000365 0.004705 0.008253 0.788050 0.011069 -0.005999 52.365097
818 -1.037460 0.087705 -1.350820 0.278281 0.007692 0.077440 -0.006933 -0.203450 0.078123 0.007010 -84.378059
819 -0.636101 0.015670 -0.372255 0.050367 0.000246 0.002537 -0.000002 -0.010094 0.002537 0.000246 -89.960014
820 0.396830 0.039700 0.782425 0.038670 0.001576 0.001495 -0.000020 -0.223600 0.001581 0.001491 -13.299381
821 0.651010 0.026025 1.056165 0.019705 0.000677 0.000388 -0.000007 -0.259200 0.000677 0.000388 -1.474815
822 0.292950 0.075800 -0.021580 0.184128 0.005746 0.033903 0.013480 0.445270 0.039316 0.000333 68.122391
823 -0.779020 0.046730 -0.493510 0.149665 0.002184 0.022400 -0.001653 -0.332630 0.022534 0.002049 -85.357315
824 -0.464200 0.068905 -0.772720 0.174913 0.004748 0.030595 -0.000461 -0.010828 0.030603 0.004740 -88.979324
826 0.774949 0.081970 0.435735 0.210936 0.006719 0.044494 -0.005114 -0.597950 0.045174 0.006039 -82.425255
827 -0.177860 0.095490 -0.217210 0.275468 0.009118 0.075883 -0.022380 -0.426570 0.082690 0.002311 -73.080681
829 -1.860991 0.118410 -1.905095 0.199868 0.014021 0.039947 -0.002758 -0.056021 0.040237 0.013731 -83.994881
831 -0.516061 0.023205 -0.445439 0.158189 0.000538 0.025024 0.011000 0.527230 0.029239 -0.003677 69.030083
832 0.793360 0.038110 1.173345 0.032205 0.001452 0.001037 -0.000016 -0.254900 0.001453 0.001037 -2.194467
835 -0.489201 0.068985 -0.710345 0.206498 0.004759 0.042641 -0.004064 -0.720850 0.043072 0.004328 -83.945122
836 -0.246020 0.079045 -0.345822 0.314376 0.006248 0.098832 -0.004517 -0.182160 0.099052 0.006028 -87.213524
838 -1.314510 0.142715 -1.792735 0.466591 0.020368 0.217707 -0.038420 -0.594910 0.224923 0.013151 -79.362534
840 -2.257081 0.137150 -2.063625 0.187225 0.018810 0.035053 -0.006426 -0.125800 0.037288 0.016575 -70.823738
842 -1.007320 0.061535 -1.221524 0.116105 0.003787 0.013480 -0.000046 -0.021038 0.013481 0.003786 -89.728096
844 -1.243041 0.049995 -1.318684 0.139288 0.002500 0.019401 -0.000142 -0.054606 0.019402 0.002498 -89.517410
845 -1.088631 0.033205 -1.629271 0.091709 0.001103 0.008411 -0.000531 -0.141720 0.008449 0.001064 -85.868103
846 0.041409 0.017975 0.235946 0.091023 0.000323 0.008285 -0.000248 -0.263970 0.008293 0.000315 -88.220825
848 -1.022921 0.033245 -0.975824 0.179751 0.001105 0.032310 0.001213 0.101730 0.032358 0.001058 87.776917
849 1.342389 0.044950 0.844035 0.131360 0.002021 0.017255 -0.002604 -0.548660 0.017688 0.001588 -80.562935
850 1.070990 0.037550 0.987295 0.123590 0.001410 0.015274 -0.000456 -0.432050 0.015289 0.001395 -88.119171
852 0.040609 0.114685 0.018523 0.168885 0.013153 0.028522 -0.001742 -0.031612 0.028717 0.012958 -83.615067
853 -1.187991 0.075445 -1.415448 0.260970 0.005692 0.068105 -0.001020 -0.027350 0.068122 0.005675 -89.064148
854 -0.699480 0.054265 -0.858661 0.112230 0.002945 0.012596 -0.004398 -0.154160 0.014299 0.001241 -68.826515
855 -0.698771 0.052575 -0.869200 0.106841 0.002764 0.011415 -0.004047 -0.137240 0.013013 0.001166 -68.453690
856 -0.634741 0.134550 -1.098381 0.326300 0.018104 0.106472 -0.039422 -0.403120 0.121502 0.003074 -69.129974
858 -0.028931 0.023760 0.244741 0.056589 0.000565 0.003202 0.000007 0.034447 0.003202 0.000565 89.841492
859 -1.269240 0.096155 -1.626973 0.325831 0.009246 0.106166 -0.000228 -0.002708 0.106166 0.009245 -89.865440
860 1.134390 0.047500 1.010035 0.094830 0.002256 0.008993 -0.000492 -0.509420 0.009029 0.002220 -85.842613
861 -0.478491 0.053425 -0.570142 0.242853 0.002854 0.058977 0.002325 0.088859 0.059074 0.002758 87.631622
862 0.062429 0.035325 0.514775 0.026965 0.001248 0.000727 -0.000012 -0.100370 0.001248 0.000727 -1.332342
863 0.068439 0.036120 0.524655 0.026745 0.001305 0.000715 -0.000003 -0.056005 0.001305 0.000715 -0.296414
864 -1.554090 0.039105 -1.055466 0.027700 0.001529 0.000767 -0.000019 -0.151640 0.001530 0.000767 -1.460869
865 -1.405981 0.050005 -0.925911 0.056341 0.002501 0.003174 -0.000432 -0.283900 0.003386 0.002289 -63.963558
868 0.847429 0.069135 0.530755 0.221680 0.004780 0.049142 0.009555 0.255780 0.051112 0.002809 78.347626
869 0.472819 0.053265 0.329555 0.154839 0.002837 0.023975 -0.001379 -0.431330 0.024065 0.002748 -86.282326
870 -1.169021 0.114045 -1.518070 0.383424 0.013006 0.147014 -0.027987 -0.404910 0.152624 0.007396 -78.665009
872 -0.553451 0.055730 -0.997301 0.163517 0.003106 0.026738 -0.002455 -0.385690 0.026990 0.002854 -84.132309
873 -0.898101 0.030175 -0.926940 0.120069 0.000911 0.014417 -0.000346 -0.250240 0.014425 0.000902 -88.531433
874 -1.141710 0.058395 -0.907844 0.102715 0.003410 0.010550 -0.002761 -0.133040 0.011493 0.002467 -71.141808
875 0.845200 0.040635 0.847035 0.212530 0.001651 0.045169 0.001894 0.095165 0.045251 0.001569 87.512352
876 0.117339 0.021365 0.236551 0.112228 0.000456 0.012595 -0.000275 -0.359450 0.012601 0.000450 -88.702385
878 0.634959 0.030275 0.978095 0.044875 0.000917 0.002014 -0.000019 -0.202110 0.002014 0.000916 -88.988747
880 0.153560 0.023835 0.361955 0.095830 0.000568 0.009183 -0.001827 -0.372400 0.009555 0.000197 -78.508926
881 0.214290 0.026125 0.540715 0.054085 0.000683 0.002925 -0.000004 -0.019013 0.002925 0.000683 -89.894295
883 -0.443590 0.092055 -0.684181 0.218400 0.008474 0.047699 0.000368 0.008144 0.047702 0.008471 89.463196
885 0.121099 0.020320 0.263065 0.113582 0.000413 0.012901 -0.000254 -0.262130 0.012906 0.000408 -88.836082
886 0.120589 0.020305 0.261485 0.107492 0.000412 0.011554 -0.000228 -0.238300 0.011559 0.000408 -88.830780
887 -1.294351 0.053625 -1.428484 0.104603 0.002876 0.010942 0.000094 0.049365 0.010943 0.002875 89.333572
888 0.886800 0.042425 0.872085 0.169675 0.001800 0.028790 -0.001419 -0.495720 0.028864 0.001726 -86.999084
889 0.882339 0.028495 0.901655 0.140300 0.000812 0.019684 -0.001192 -0.486660 0.019759 0.000737 -86.398956
890 -0.434220 0.060565 -0.565649 0.262329 0.003668 0.068817 -0.005613 -0.228730 0.069297 0.003188 -85.111916
891 0.422259 0.035605 0.754105 0.070665 0.001268 0.004994 -0.000047 -0.134230 0.004994 0.001267 -89.279503
892 -0.286950 0.091335 -0.440608 0.292241 0.008342 0.085405 -0.013400 -0.503010 0.087668 0.006079 -80.411949
893 -1.469901 0.098460 -1.801645 0.298436 0.009694 0.089064 -0.004836 -0.061024 0.089358 0.009401 -86.526169
894 -0.163590 0.044190 0.265855 0.118018 0.001953 0.013928 -0.002138 -0.360480 0.014298 0.001583 -80.175972
895 -0.359751 0.033080 -0.349661 0.154189 0.001094 0.023774 -0.000905 -0.505050 0.023810 0.001058 -87.718681
896 -0.832041 0.141210 -1.128159 0.484799 0.019940 0.235030 -0.056587 -0.644710 0.249009 0.005962 -76.123978
898 0.182309 0.024110 0.288805 0.127768 0.000581 0.016325 -0.001545 -0.379000 0.016475 0.000431 -84.448769
900 -0.168361 0.069520 -0.228172 0.243738 0.004833 0.059408 -0.009821 -0.735340 0.061121 0.003120 -80.103050
901 -1.622671 0.060395 -1.730306 0.149016 0.003648 0.022206 -0.000313 -0.056212 0.022211 0.003642 -89.034668
902 -0.371221 0.032320 -0.299398 0.177014 0.001045 0.031334 -0.001946 -0.338470 0.031458 0.000920 -86.339905
903 0.002669 0.099085 -0.248893 0.252485 0.009818 0.063748 -0.021614 -0.418990 0.071342 0.002225 -70.643059
904 0.211309 0.070895 -0.005071 0.161368 0.005026 0.026040 -0.001437 -0.534670 0.026137 0.004928 -86.107086
908 0.911790 0.024270 1.136955 0.086535 0.000589 0.007488 -0.000072 -0.152750 0.007489 0.000588 -89.406059
910 -0.915311 0.093165 -1.237647 0.296683 0.008680 0.088021 -0.007973 -0.543540 0.088814 0.007886 -84.318214
911 -0.406871 0.020380 -0.180791 0.058509 0.000415 0.003423 0.000014 0.033972 0.003423 0.000415 89.730797
912 -0.506210 0.126995 -0.762774 0.408711 0.016128 0.167044 -0.025402 -0.452240 0.171205 0.011967 -80.697441
913 -1.509780 0.049670 -1.589662 0.088317 0.002467 0.007800 -0.000039 -0.044201 0.007800 0.002467 -89.583801
914 -0.333631 0.047515 -0.780309 0.226350 0.002258 0.051234 -0.001766 -0.343840 0.051298 0.002194 -87.937134
916 1.146290 0.024850 0.730315 0.125855 0.000618 0.015839 0.002045 0.320330 0.016109 0.000348 82.479477
917 0.503799 0.016810 0.771905 0.050840 0.000283 0.002585 0.000002 0.016483 0.002585 0.000283 89.941391
921 0.128889 0.018315 0.370995 0.080090 0.000335 0.006414 -0.000365 -0.381250 0.006436 0.000314 -86.580544
922 -1.322801 0.100270 -1.250074 0.228515 0.010054 0.052219 -0.008912 -0.178260 0.054025 0.008248 -78.542908
923 0.109260 0.023070 0.437655 0.042300 0.000532 0.001789 -0.000008 -0.095981 0.001789 0.000532 -89.616592
924 0.110629 0.022400 0.437775 0.041060 0.000502 0.001686 -0.000006 -0.072794 0.001686 0.000502 -89.692001
925 0.769440 0.093910 0.271975 0.305584 0.008819 0.093382 0.003324 0.056276 0.093512 0.008689 87.752701
926 1.121790 0.042500 1.056895 0.131315 0.001806 0.017244 -0.000377 -0.304570 0.017253 0.001797 -88.600243
929 -1.237020 0.107895 -1.615224 0.309907 0.011641 0.096042 -0.015908 -0.196190 0.098941 0.008743 -79.672714
931 -1.117920 0.067930 -1.235447 0.229813 0.004614 0.052814 -0.002807 -0.220990 0.052977 0.004452 -86.677971
932 -0.693931 0.021675 -0.597397 0.109424 0.000470 0.011974 -0.000509 -0.213510 0.011996 0.000447 -87.473831
934 0.961989 0.136840 0.511675 0.403048 0.018725 0.162448 -0.022787 -0.714410 0.165974 0.015199 -81.203178
935 -0.818581 0.026520 -1.309654 0.066704 0.000703 0.004449 0.000078 0.044391 0.004451 0.000702 88.808815
937 -1.284811 0.039990 -0.911394 0.039996 0.001599 0.001600 -0.000079 -0.189580 0.001679 0.001520 -45.086758
938 -0.464291 0.070865 -0.634451 0.265056 0.005022 0.070255 -0.005682 -0.201550 0.070746 0.004531 -85.059288
939 -0.436371 0.080455 -0.691794 0.293698 0.006473 0.086259 -0.009258 -0.297950 0.087319 0.005413 -83.467621
941 0.865950 0.016850 1.043185 0.095270 0.000284 0.009076 -0.000463 -0.403670 0.009101 0.000260 -86.992661
942 0.866050 0.017285 1.046275 0.094840 0.000299 0.008995 -0.000198 -0.395570 0.008999 0.000294 -88.695572
945 -0.296890 0.063090 -0.491528 0.116264 0.003980 0.013517 -0.001193 -0.693280 0.013664 0.003833 -82.977470
949 -1.969861 0.069735 -2.109855 0.292575 0.004863 0.085600 -0.003927 -0.128340 0.085791 0.004672 -87.221985
950 -0.079190 0.081255 -0.028032 0.248247 0.006602 0.061626 -0.008743 -0.214410 0.062982 0.005246 -81.184776
951 -0.769610 0.018880 -0.702893 0.094694 0.000356 0.008967 -0.000066 -0.127170 0.008968 0.000356 -89.562195
952 -1.163391 0.027445 -0.830951 0.049803 0.000753 0.002480 -0.000973 -0.315930 0.002918 0.000316 -65.790451
953 0.458240 0.020345 0.731365 0.070725 0.000414 0.005002 -0.000053 -0.208920 0.005003 0.000413 -89.334785
954 0.074080 0.059475 0.451055 0.066510 0.003537 0.004424 -0.000029 -0.061576 0.004425 0.003536 -88.120667
955 0.072220 0.058895 -0.292512 0.159466 0.003469 0.025429 -0.002502 -0.779850 0.025711 0.003187 -83.581306
956 -0.287960 0.021485 -0.224873 0.119911 0.000462 0.014379 -0.000866 -0.382890 0.014432 0.000408 -86.452873
957 -0.366820 0.088265 -0.537035 0.312343 0.007791 0.097558 -0.013768 -0.620240 0.099622 0.005727 -81.473351
958 -0.688900 0.068155 -0.854700 0.217269 0.004645 0.047206 -0.002252 -0.372080 0.047325 0.004526 -86.979050
959 -0.030641 0.022500 0.161452 0.126035 0.000506 0.015885 -0.000818 -0.443450 0.015928 0.000463 -86.963417
960 0.742049 0.056995 0.572375 0.104480 0.003248 0.010916 -0.000135 -0.110870 0.010918 0.003246 -88.992157
961 0.501050 0.044675 0.953855 0.049020 0.001996 0.002403 -0.000031 -0.172400 0.002405 0.001994 -85.738312
962 -0.547710 0.051645 -0.125012 0.078765 0.002667 0.006204 -0.002999 -0.344090 0.007917 0.000954 -60.263275
963 -0.811001 0.080805 -1.014839 0.302383 0.006529 0.091435 -0.004478 -0.112430 0.091671 0.006294 -86.989365
966 0.487570 0.053265 0.517875 0.250313 0.002837 0.062656 -0.001926 -0.088829 0.062718 0.002775 -88.157501
967 -0.838310 0.045555 -0.883410 0.174718 0.002075 0.030526 -0.001161 -0.496080 0.030574 0.002028 -87.667908
968 0.070539 0.067495 -0.306556 0.204901 0.004556 0.041984 -0.006572 -0.869250 0.043104 0.003435 -80.325676
970 0.539169 0.025945 0.942535 0.021975 0.000673 0.000483 -0.000005 -0.154240 0.000673 0.000483 -1.453114
971 -0.649080 0.022695 -0.524194 0.114094 0.000515 0.013017 -0.000115 -0.071398 0.013019 0.000514 -89.472618
