# x xerr y yerr ymodel yresidual
0.552299 0.091880 1.179935 0.130245 0.266384 0.913551
0.111950 0.088585 0.490046 0.179532 -0.106379 0.596425
1.441179 0.062950 2.113555 0.096575 1.018836 1.094719
0.624419 0.133160 1.400955 0.188695 0.327435 1.073520
-0.047601 0.037525 0.432909 0.091019 -0.241441 0.674350
-0.459351 0.129095 -0.342418 0.202138 -0.589994 0.247576
1.656480 0.064250 -0.272017 1.014303 1.201092 -1.473109
-0.069230 0.080725 -1.359335 0.574862 -0.259751 -1.099584
0.047840 0.030090 0.177434 0.144153 -0.160649 0.338083
0.244619 0.091230 0.166841 0.242780 0.005928 0.160913
1.583580 0.065150 -0.349974 1.057864 1.139381 -1.489354
-0.630580 0.051540 0.706513 0.046489 -0.734943 1.441456
0.973880 0.063350 1.434865 0.160390 0.623259 0.811606
0.617949 0.045000 0.958845 0.125870 0.321958 0.636887
0.925580 0.054525 0.953725 0.351047 0.582373 0.371352
0.001120 0.025000 -0.534421 0.378978 -0.200199 -0.334222
-0.743541 0.094285 -0.211696 0.199822 -0.830566 0.618870
-0.145640 0.092125 0.304440 0.172714 -0.324433 0.628873
-0.062150 0.028380 -0.005637 0.169569 -0.253757 0.248120
-0.345780 0.082185 0.166616 0.187393 -0.493855 0.660471
0.181849 0.103815 0.722727 0.173073 -0.047208 0.769935
0.306290 0.036620 0.187947 0.169262 0.058133 0.129814
-0.009570 0.024005 -0.289216 0.242508 -0.209248 -0.079969
0.313510 0.028825 0.534621 0.114911 0.064245 0.470376
-0.419940 0.059320 -2.364375 0.978360 -0.556633 -1.807742
-0.195971 0.070770 0.242292 0.169632 -0.367039 0.609331
1.252979 0.032550 0.760105 0.425178 0.859522 -0.099417
0.911880 0.015300 0.378570 0.283577 0.570775 -0.192205
0.729020 0.066015 1.199545 0.187705 0.415981 0.783563
-1.034010 0.123945 -1.028393 0.442787 -1.076453 0.048060
0.063849 0.101745 0.021735 0.178417 -0.147097 0.168832
-0.227551 0.039990 -0.023863 0.158233 -0.393772 0.369909
-0.399500 0.082475 -0.293842 0.190462 -0.539330 0.245488
-0.243000 0.095095 0.319107 0.173434 -0.406850 0.725957
0.770370 0.043015 0.773525 0.219604 0.450984 0.322541
0.309930 0.054050 -1.322215 0.663540 0.061214 -1.383430
-0.096991 0.068075 -0.621006 0.345838 -0.283251 -0.337755
0.273170 0.095540 0.107701 0.224365 0.030096 0.077605
-0.362571 0.067770 -0.424573 0.198418 -0.508069 0.083496
-0.110460 0.034700 -0.531123 0.382035 -0.294653 -0.236470
1.688479 0.023500 1.763425 0.318045 1.228180 0.535245
0.079920 0.080775 0.579490 0.158034 -0.133493 0.712983
-1.515630 0.135325 -0.484291 0.149100 -1.484153 0.999862
-0.281381 0.031235 -3.022345 0.854215 -0.439340 -2.583005
-0.172880 0.033780 -0.138227 0.234860 -0.347492 0.209265
-1.038260 0.121290 -0.497012 0.220383 -1.080051 0.583039
0.870649 0.035615 0.346852 0.319993 0.535873 -0.189021
0.599760 0.121645 0.525913 0.217905 0.306561 0.219352
0.521490 0.025240 -3.358075 1.898765 0.240304 -3.598379
0.856970 0.049115 1.077685 0.231230 0.524293 0.553392
0.207160 0.063475 0.623083 0.201864 -0.025782 0.648865
-0.616100 0.022120 -0.715972 0.207605 -0.722686 0.006714
