Table XX.  Slope Fractional Error Distribution

			F87				ODR				OLS				WLS
Run		Bias	Scat.	Bias	Scat	Bias	Scat	Bias	Scat
(1)		(2)		(3)		(4)		(5)		(6)		(7)		(8)		(9)

linfit_multisimerr	0.030	0.521	2.231	2.087	-0.812	0.397	-0.656	3.341
linfit_multisimerr	0.032	0.534	2.132	1.872	-0.823	0.398	-0.733	3.029
linfit_multisimerr	0.016	0.505	2.191	1.835	-0.826	0.396	-0.764	3.286
linfit_multisimerr	0.019	0.528	2.136	1.784	-0.830	0.406	-0.657	2.917
linfit_multisimerr	0.034	0.517	2.126	1.938	-0.810	0.400	-0.810	3.992
linfit_multisimerr	0.038	0.565	2.214	2.049	-0.818	0.424	-0.725	2.870
linfit_multisimerr	0.066	0.548	2.196	1.924	-0.788	0.418	-0.775	2.852
linfit_multisimerr	0.066	0.517	2.232	2.077	-0.776	0.410	-0.683	2.679
linfit_multisimerr	0.037	0.526	2.139	1.938	-0.809	0.409	-0.701	2.880
linfit_multisimerr	0.037	0.528	2.165	1.845	-0.811	0.404	-0.720	3.376
linfit_multisimerr	0.019	0.517	2.128	1.767	-0.839	0.394	-0.801	3.244
linfit_multisimerr	0.046	0.534	2.150	1.727	-0.809	0.403	-0.675	3.300
linfit_multisimerr	0.046	0.527	2.160	1.713	-0.804	0.399	-0.540	2.710
linfit_multisimerr	0.043	0.535	2.212	2.021	-0.806	0.413	-0.660	3.053
linfit_multisimerr	0.046	0.515	2.167	1.745	-0.804	0.399	-0.661	3.272
linfit_multisimerr	0.037	0.523	2.303	1.882	-0.821	0.398	-0.716	2.831
linfit_multisimerr	0.009	0.514	2.221	1.758	-0.827	0.406	-0.861	2.794
linfit_multisimerr	0.000	0.026	0.086	0.109	-0.016	0.026	-0.010	0.318
linfit_multisimerr	-0.000	0.027	0.086	0.112	-0.016	0.027	-0.017	0.356
linfit_multisimerr	-0.002	0.026	0.091	0.106	-0.018	0.026	-0.017	0.264
linfit_multisimerr	0.002	0.026	0.085	0.104	-0.014	0.026	-0.024	0.351
linfit_multisimerr	0.002	0.026	0.089	0.112	-0.014	0.025	0.008	0.307
linfit_multisimerr	-0.000	0.026	0.090	0.108	-0.016	0.025	-0.010	0.371
linfit_multisimerr	-0.001	0.026	0.085	0.110	-0.017	0.026	-0.011	0.258
linfit_multisimerr	0.000	0.026	0.086	0.102	-0.015	0.026	-0.029	0.289
