# id outlier x sx y sy covxy corrxy
11 0 9.488260 0.045815 1.098170 0.128485 -0.006002 -0.855720
17 0 9.732250 0.039205 1.267970 0.127455 -0.004163 -0.710510
19 0 9.525830 0.043010 0.700300 0.245927 -0.010593 -0.708730
27 0 10.268100 0.035600 1.588350 0.161985 -0.004802 -0.681110
30 0 9.319190 0.079330 1.151050 0.168903 -0.010102 -0.853490
31 0 10.382000 0.029900 1.410630 0.379930 -0.005151 -0.348270
34 0 9.801690 0.024815 0.732737 0.194318 -0.002054 -0.310310
35 0 9.669880 0.022400 0.460583 0.219179 -0.003790 -0.430700
37 0 9.593740 0.074720 1.341300 0.110590 -0.008771 -0.817110
40 0 10.040800 0.049015 1.819210 0.105260 -0.004355 -0.751530
41 0 9.493410 0.065755 1.562680 0.085405 -0.004709 -0.864430
42 0 9.508530 0.061305 1.047750 0.151111 -0.007999 -0.725970
43 0 9.550930 0.039725 0.697871 0.366379 -0.006372 -0.415390
46 0 9.486380 0.024750 0.488990 0.156505 -0.006290 -0.623570
48 0 9.592840 0.033945 0.756172 0.229968 -0.005990 -0.673730
49 0 9.770190 0.041865 1.286090 0.141085 -0.005213 -0.766510
50 0 9.883680 0.041200 1.328440 0.141345 -0.006186 -0.865080
51 0 9.099510 0.128390 0.988480 0.145133 -0.016538 -0.704930
53 0 8.332230 0.107155 0.674106 0.092796 -0.006830 -0.694630
57 0 9.650420 0.039755 0.819918 0.238816 -0.007127 -0.690640
59 0 9.814620 0.021545 0.656446 0.220105 -0.006176 -0.631520
62 0 10.045600 0.066805 1.640150 0.143750 -0.006925 -0.641730
63 0 8.827910 0.086945 0.591304 0.179149 -0.011127 -0.681340
64 0 9.525160 0.047040 0.881514 0.174837 -0.006736 -0.746070
65 0 9.593950 0.055850 1.604460 0.112410 -0.004754 -0.709720
66 0 9.587170 0.044510 1.475410 0.083220 -0.002620 -0.777850
69 0 9.896340 0.044165 1.062140 0.349597 -0.014706 -0.738660
76 0 9.430450 0.071465 1.544080 0.071945 -0.003680 -0.751730
77 0 9.324020 0.057245 1.361140 0.066415 -0.003048 -0.758890
79 0 8.315680 0.179770 -0.082222 0.131803 -0.032174 -0.886600
80 0 8.222540 0.173700 0.034909 0.161499 -0.025938 -0.742560
81 0 8.824010 0.060895 0.241990 0.233913 -0.011540 -0.748400
82 0 9.021760 0.105395 0.501961 0.164391 -0.007632 -0.381300
83 0 8.414400 0.147255 0.448825 0.129162 -0.017172 -0.708950
87 0 8.919330 0.058740 1.254690 0.079840 -0.003479 -0.742560
88 0 8.730980 0.127870 1.271920 0.072930 -0.008483 -0.835010
89 0 9.124810 0.063705 0.574518 0.294585 -0.010040 -0.455530
90 0 8.380550 0.131360 0.290983 0.236707 -0.023453 -0.620630
91 0 9.533010 0.051155 0.720766 0.445769 -0.014436 -0.744660
97 0 8.885010 0.043465 -0.175200 0.350002 -0.007897 -0.463980
98 0 9.429750 0.045630 0.277360 0.576783 -0.025057 -0.600810
99 0 8.750850 0.067565 0.328576 0.154543 -0.010121 -0.791760
101 0 9.367360 0.047125 1.395930 0.083865 -0.003071 -0.685470
106 0 7.733450 0.272275 0.054133 0.137374 -0.028288 -0.774690
107 0 9.284270 0.045745 0.424856 0.320120 -0.012504 -0.735320
108 0 10.104500 0.061350 1.484000 0.275070 -0.018942 -0.589390
109 0 9.503550 0.033230 0.780284 0.163457 -0.003918 -0.809450
110 0 8.394090 0.090130 -0.469982 0.376818 -0.005252 -0.116000
111 1 10.576300 0.054700 -1.281700 1.456782 0.006314 0.077083
112 0 8.268690 0.139420 -0.108636 0.206666 -0.028306 -0.655160
114 0 8.866750 0.059955 0.208381 0.245810 -0.015163 -0.768050
115 0 8.420210 0.079085 -0.206916 0.304886 -0.015943 -0.664640
116 0 8.204630 0.326945 0.017717 0.412565 -0.098570 -0.717480
117 0 9.030450 0.048640 0.344096 0.242896 -0.008531 -0.720920
118 0 7.455340 0.127470 -0.748326 0.151630 -0.015101 -0.687920
119 0 8.219070 0.088390 0.721807 0.051936 -0.003849 -0.826400
122 0 8.446560 0.182825 0.424758 0.166337 -0.030727 -0.723780
123 0 7.370590 0.248315 -0.483205 0.175464 -0.033315 -0.868610
124 1 7.411930 0.069995 0.614349 0.055163 -0.002725 -0.706000
125 0 9.526280 0.046775 1.469020 0.074365 -0.002712 -0.781670
126 0 8.085460 0.151540 0.138331 0.128761 -0.016380 -0.907920
127 0 8.057040 0.062340 -0.600453 0.259705 -0.013458 -0.740690
131 0 8.076190 0.061735 -0.645626 0.349577 -0.010551 -0.429060
132 0 8.241570 0.050300 -0.544112 0.240843 -0.001548 -0.106970
133 0 8.041250 0.082480 -0.579274 0.322141 -0.016311 -0.601460
134 0 8.262700 0.092245 0.032946 0.158755 -0.012190 -0.695060
135 0 7.965140 0.112265 -0.547585 0.234647 -0.015774 -0.549630
136 0 8.238240 0.182120 0.130315 0.207585 -0.033934 -0.678410
137 1 9.246310 0.027395 -0.710921 0.409937 0.008181 0.688760
138 0 8.105340 0.060270 -0.631718 0.389868 -0.014590 -0.521510
140 0 8.718790 0.099215 0.882689 0.072431 -0.006233 -0.887940
142 0 8.094930 0.064215 -0.456044 0.219858 -0.009546 -0.600730
143 0 8.234390 0.050575 -0.297943 0.174563 -0.007007 -0.761050
144 0 8.976020 0.035910 0.556738 0.087101 -0.002877 -0.769550
145 0 7.918440 0.072380 -0.330556 0.149593 -0.007980 -0.722680
146 0 10.222000 0.044300 1.465360 0.291140 -0.011056 -0.762070
147 0 8.354630 0.088135 -0.029958 0.201493 -0.013430 -0.624060
150 0 8.063420 0.083595 -0.550336 0.231838 -0.009079 -0.366430
151 0 8.310270 0.043920 -0.135457 0.118706 -0.004043 -0.712330
152 0 8.142950 0.195565 0.622088 0.106366 -0.020902 -0.887790
153 0 8.549630 0.030580 -0.508936 0.298843 -0.000286 -0.031612
156 0 8.307720 0.100775 0.073322 0.176788 -0.012187 -0.615720
158 0 8.704510 0.201190 0.720800 0.148242 -0.023906 -0.889900
159 0 9.375160 0.059680 1.227230 0.139320 -0.006812 -0.746210
160 0 7.497300 0.148425 0.071124 0.105960 -0.011637 -0.751330
161 0 8.608220 0.113320 0.723119 0.160821 -0.012945 -0.710830
164 0 8.640160 0.027850 -0.175680 0.201982 -0.001738 -0.304600
165 0 8.164760 0.040120 -0.734124 0.306069 -0.006087 -0.467130
166 0 9.179310 0.033355 -0.076273 0.408937 0.003603 0.255770
167 0 8.677820 0.087025 0.424538 0.162608 -0.011969 -0.817790
169 0 7.472230 0.217280 -0.370265 0.170549 -0.027401 -0.809150
170 0 8.016620 0.164395 -0.394184 0.276207 -0.036904 -0.678840
171 0 8.395270 0.080955 -0.246729 0.046320 -0.001575 -0.345530
172 0 9.016040 0.074660 0.317641 0.382113 0.003535 0.102100
173 0 8.836710 0.071595 0.313765 0.244368 -0.014493 -0.777910
174 0 8.463620 0.111140 0.112131 0.151818 -0.014866 -0.680490
177 0 8.295050 0.137865 0.812464 0.078313 -0.009227 -0.816840
178 0 8.863030 0.081380 0.581248 0.191632 -0.013039 -0.764000
181 0 8.182470 0.063375 -0.329652 0.210753 -0.011594 -0.804880
183 0 8.613960 0.037045 -0.066438 0.180662 -0.005240 -0.676730
184 0 8.283830 0.108645 -0.627231 0.177319 0.003561 0.161060
186 0 8.631010 0.057880 0.244677 0.154215 -0.006972 -0.743900
187 0 8.767630 0.068495 0.521096 0.131714 -0.007576 -0.894290
188 0 7.505510 0.244275 -0.564570 0.230263 -0.043084 -0.728700
189 0 7.826340 0.221385 -0.425861 0.269839 -0.045933 -0.750050
190 0 7.943230 0.144300 -0.531817 0.311733 -0.031037 -0.554830
191 0 8.775100 0.055175 0.165767 0.252755 -0.011755 -0.814550
192 0 8.483860 0.034835 -0.286000 0.272612 -0.005117 -0.478820
194 0 7.618480 0.180405 -0.304961 0.174721 -0.024151 -0.770560
195 0 7.817250 0.140230 -0.282528 0.160109 -0.019203 -0.737450
196 0 7.787010 0.121510 -0.578280 0.281783 -0.023873 -0.717250
200 0 8.391950 0.134285 0.590156 0.138030 -0.014572 -0.733760
201 0 8.051220 0.090735 -0.868541 0.752069 -0.022715 -0.292290
202 0 7.464610 0.260935 -0.549374 0.230637 -0.045195 -0.809930
203 0 8.040800 0.091500 0.548618 0.048691 -0.003399 -0.765880
206 0 9.252640 0.030880 0.631500 0.120305 -0.002470 -0.661990
207 0 8.554840 0.034500 -0.509282 0.400279 -0.005416 -0.345110
209 0 8.387490 0.088840 0.299485 0.172936 -0.012514 -0.727130
210 0 7.963060 0.088330 -0.460731 0.265486 -0.018389 -0.710000
213 0 8.152590 0.098905 -0.201609 0.234341 -0.017493 -0.852880
215 0 8.888050 0.083705 1.070250 0.085768 -0.006099 -0.791990
216 0 9.401430 0.035615 0.856591 0.161353 -0.007475 -0.807250
218 0 7.695420 0.266975 -0.332848 0.225927 -0.053269 -0.845700
219 0 9.058320 0.091770 0.446599 0.460279 -0.034784 -0.756880
220 0 8.510240 0.060610 -0.090937 0.286525 -0.008341 -0.363250
222 0 8.776630 0.049420 0.380278 0.148125 -0.005517 -0.755510
223 0 8.740860 0.039495 0.251844 0.221088 -0.004657 -0.533750
224 0 8.177460 0.116960 0.092277 0.142853 -0.014098 -0.803630
227 0 8.661760 0.104975 -0.074497 0.324271 0.011064 0.273700
228 0 8.335530 0.197475 0.344318 0.244914 -0.043763 -0.872840
229 0 8.171120 0.051855 -0.376015 0.215329 -0.007742 -0.653640
231 0 8.163430 0.348310 -0.121442 0.349109 -0.092193 -0.845110
232 0 7.856010 0.128995 -0.438795 0.210242 -0.020191 -0.664840
234 1 8.063630 0.108035 0.863270 0.045711 -0.006432 -0.879120
235 0 8.618070 0.096550 0.848139 0.080172 -0.006064 -0.823400
237 0 8.587140 0.042000 0.062005 0.185077 -0.004810 -0.572020
238 0 7.406080 0.081570 -0.427622 0.054525 -0.003724 -0.839610
240 0 8.738110 0.161850 0.426559 0.223890 -0.033897 -0.801640
241 0 7.455800 0.168805 -0.329249 0.112674 -0.014135 -0.803100
244 0 8.795600 0.058125 0.874710 0.088492 -0.003681 -0.648810
245 0 8.138890 0.094330 -0.578460 0.431973 -0.018742 -0.366940
247 0 9.744370 0.051615 1.909880 0.066155 -0.002269 -0.633830
248 0 8.041030 0.126985 -0.306366 0.298359 -0.026856 -0.776520
250 0 8.130300 0.107695 -0.230891 0.284726 -0.023542 -0.682700
251 1 8.276450 0.077580 -0.970623 0.555850 0.014423 0.300460
252 0 8.631850 0.099015 1.235070 0.053605 -0.005224 -0.859000
253 0 7.956110 0.044440 -0.635942 0.116056 -0.003409 -0.623920
254 0 9.412140 0.088470 1.329340 0.095150 -0.006479 -0.654570
255 0 8.732330 0.031765 -0.035749 0.298562 -0.000307 -0.028426
258 0 8.676260 0.032990 -0.195776 0.313520 -0.002076 -0.181490
261 0 8.231120 0.079285 0.312676 0.086140 -0.005537 -0.732610
262 0 8.491740 0.050675 0.103048 0.185409 -0.007220 -0.633900
263 0 8.968260 0.034315 0.605640 0.141021 -0.003298 -0.663580
264 0 9.769550 0.057280 1.631720 0.151710 -0.006365 -0.668830
265 0 8.923310 0.125370 -0.041155 0.422331 0.035026 0.618690
267 0 8.269210 0.059150 -0.022289 0.250648 -0.009095 -0.629510
268 0 8.480670 0.062735 -0.000114 0.253500 -0.010189 -0.625480
271 0 9.700120 0.054940 1.330820 0.163145 -0.007872 -0.744870
272 0 8.453510 0.085540 0.007088 0.253006 -0.018432 -0.771330
273 0 8.288000 0.050495 -0.331585 0.226575 -0.009309 -0.698940
274 0 7.974650 0.250070 -0.414267 0.265496 -0.066116 -0.868360
275 1 9.875770 0.028310 0.175240 0.651409 -0.013813 -0.420280
277 0 8.758800 0.158940 -0.208305 0.897156 -0.081430 -0.505490
279 0 8.027430 0.162320 -0.051289 0.152015 -0.023396 -0.838110
282 0 8.268280 0.057740 0.071944 0.146049 -0.004935 -0.465680
283 0 7.942240 0.092760 -0.717062 0.345302 -0.011878 -0.291240
285 0 8.517080 0.045775 -0.018147 0.162252 -0.006663 -0.812590
286 0 8.893070 0.069170 0.769861 0.152036 -0.009361 -0.712360
288 0 8.226760 0.091195 -0.082791 0.178246 -0.012255 -0.741170
290 0 8.559250 0.058810 0.014613 0.213574 -0.012474 -0.800200
292 0 8.628700 0.037905 -0.324574 0.379781 -0.004095 -0.250150
296 0 7.988560 0.166775 -0.224425 0.201585 -0.027239 -0.731790
297 0 9.293100 0.031480 0.848305 0.118309 -0.003764 -0.661060
298 0 7.754770 0.168585 0.071560 0.102234 -0.014022 -0.845760
299 0 8.306310 0.163065 -0.490225 0.240901 -0.023232 -0.519470
300 0 8.390630 0.072625 -0.092262 0.236626 -0.012951 -0.778330
302 0 9.563030 0.061510 1.486860 0.114020 -0.005444 -0.781130
303 0 8.747440 0.022640 -0.539941 0.321086 0.002136 0.305500
306 0 7.694280 0.183885 -0.466628 0.204933 -0.029565 -0.736260
307 0 9.002330 0.063650 0.641833 0.149174 -0.007462 -0.614460
308 0 9.481890 0.041975 1.065800 0.111809 -0.005395 -0.851530
309 0 9.823490 0.041240 1.266930 0.156405 -0.005483 -0.767740
313 0 7.845070 0.134440 -0.401776 0.181074 -0.017723 -0.709600
316 0 8.112980 0.142065 -0.755419 0.327659 -0.013605 -0.230620
317 1 8.426790 0.085530 1.257450 0.048800 -0.003184 -0.732790
319 0 7.443800 0.094430 -0.583049 0.100275 -0.007097 -0.743420
322 0 7.738830 0.161300 -0.338235 0.180450 -0.023348 -0.747910
323 0 9.186480 0.026205 -0.165390 0.199740 -0.000053 -0.009313
325 0 8.169100 0.092460 -0.048647 0.184877 -0.013723 -0.826230
326 0 8.513750 0.067965 0.353806 0.101090 -0.006338 -0.856260
327 0 9.386600 0.095365 1.015230 0.221446 -0.015948 -0.861280
328 0 9.840780 0.041550 1.060140 0.203329 -0.006976 -0.743130
330 0 9.240950 0.051045 0.506401 0.296093 -0.013367 -0.748680
333 0 9.390260 0.040515 0.615930 0.285161 -0.013165 -0.825690
334 0 9.404160 0.076355 1.660790 0.052105 -0.002742 -0.690550
336 0 9.500310 0.061910 1.515770 0.084905 -0.004558 -0.755800
340 0 9.888830 0.060550 1.943280 0.086915 -0.002852 -0.547410
341 0 9.719520 0.176605 0.895238 0.192741 -0.009633 -0.278120
343 0 10.082900 0.061950 1.943220 0.125415 -0.005886 -0.744530
345 0 9.842360 0.020355 0.846533 0.175515 -0.001412 -0.361120
346 0 9.818620 0.064010 1.307020 0.143590 -0.006454 -0.502120
347 0 9.187720 0.070880 0.795842 0.177251 -0.009745 -0.828890
350 0 8.659640 0.119760 1.112300 0.066890 -0.006696 -0.814860
351 0 10.215300 0.031450 0.951552 0.299053 -0.001778 -0.081238
353 0 9.653070 0.024730 0.614661 0.218555 -0.004973 -0.645330
354 0 9.211790 0.053340 1.413030 0.061995 -0.001891 -0.580720
355 0 10.423000 0.036250 2.329780 0.077890 -0.001383 -0.455900
356 0 10.194900 0.026550 1.419260 0.133965 -0.003241 -0.724330
360 0 11.154200 0.040400 2.061840 0.068390 -0.000844 -0.302690
361 0 8.900360 0.079025 1.077710 0.065800 -0.004004 -0.747600
362 0 10.109100 0.045250 1.410450 0.216755 -0.009245 -0.807240
363 0 9.198050 0.102970 1.281800 0.133225 -0.010483 -0.776330
364 0 9.495730 0.052405 0.858999 0.235571 -0.009862 -0.744740
365 0 9.852930 0.034570 1.265680 0.136945 -0.004137 -0.791210
