Table XX.  Intercept Fractional Error Distribution

			F87				ODR				OLS				WLS
Run		Bias	Scat.	Bias	Scat	Bias	Scat	Bias	Scat
(1)		(2)		(3)		(4)		(5)		(6)		(7)		(8)		(9)

linfit_multisimerr	-0.000	0.030	-0.012	0.139	0.001	0.029	0.017	0.201
linfit_multisimerr	0.001	0.030	-0.009	0.127	0.002	0.029	0.009	0.204
linfit_multisimerr	0.000	0.032	-0.013	0.124	0.002	0.031	0.003	0.206
linfit_multisimerr	-0.000	0.032	-0.013	0.124	0.001	0.031	0.005	0.188
linfit_multisimerr	0.001	0.031	-0.011	0.127	0.002	0.030	0.009	0.204
linfit_multisimerr	-0.001	0.032	-0.014	0.124	0.001	0.031	0.018	0.188
linfit_multisimerr	0.000	0.032	-0.004	0.123	0.001	0.031	0.015	0.200
linfit_multisimerr	0.000	0.030	-0.005	0.140	0.002	0.030	0.001	0.190
linfit_multisimerr	-0.001	0.031	-0.008	0.122	-0.000	0.030	-0.000	0.210
linfit_multisimerr	-0.000	0.031	-0.011	0.122	0.001	0.030	0.008	0.214
linfit_multisimerr	0.000	0.030	-0.008	0.126	0.001	0.029	0.003	0.209
linfit_multisimerr	0.001	0.031	-0.005	0.125	0.002	0.030	0.001	0.200
linfit_multisimerr	0.001	0.031	-0.006	0.123	0.002	0.029	0.007	0.211
linfit_multisimerr	0.001	0.031	-0.014	0.129	0.002	0.030	0.002	0.212
linfit_multisimerr	-0.002	0.031	-0.009	0.125	-0.000	0.030	0.003	0.194
linfit_multisimerr	-0.001	0.031	-0.014	0.123	-0.000	0.030	-0.002	0.202
linfit_multisimerr	-0.002	0.031	-0.013	0.124	-0.000	0.030	0.002	0.192
linfit_multisimerr	-0.000	0.019	-0.004	0.100	-0.003	0.019	-0.000	0.205
linfit_multisimerr	-0.000	0.019	-0.005	0.099	-0.003	0.019	-0.004	0.222
linfit_multisimerr	-0.000	0.019	-0.007	0.099	-0.003	0.019	0.001	0.197
linfit_multisimerr	-0.000	0.019	-0.009	0.097	-0.003	0.019	0.005	0.241
linfit_multisimerr	0.000	0.018	-0.005	0.105	-0.002	0.018	0.002	0.210
linfit_multisimerr	0.001	0.018	0.000	0.104	-0.002	0.018	0.003	0.235
linfit_multisimerr	-0.000	0.019	-0.006	0.100	-0.003	0.019	-0.002	0.186
linfit_multisimerr	-0.000	0.019	-0.002	0.092	-0.003	0.019	-0.000	0.191
linfit_multisimerr	-0.001	0.019	-0.000	0.108	-0.003	0.019	0.012	0.199
linfit_multisimerr	0.001	0.018	-0.002	0.096	-0.002	0.018	-0.004	0.200
linfit_multisimerr	0.001	0.019	-0.003	0.097	-0.002	0.019	0.003	0.240
linfit_multisimerr	-0.000	0.018	-0.004	0.105	-0.003	0.018	0.010	0.223
linfit_multisimerr	0.000	0.019	-0.002	0.098	-0.002	0.019	0.000	0.201
linfit_multisimerr	0.000	0.018	-0.003	0.092	-0.002	0.018	0.005	0.198
linfit_multisimerr	0.000	0.018	-0.008	0.102	-0.003	0.018	-0.001	0.210
linfit_multisimerr	-0.001	0.019	-0.005	0.095	-0.004	0.019	0.003	0.204
linfit_multisimerr	0.001	0.018	-0.001	0.099	-0.002	0.018	0.001	0.200
linfit_multisimerr	-0.000	0.018	0.000	0.097	-0.003	0.018	0.005	0.215
linfit_multisimerr	-0.000	0.018	-0.007	0.103	-0.003	0.018	-0.001	0.204
linfit_multisimerr	0.001	0.019	-0.004	0.094	-0.001	0.019	-0.005	0.212
linfit_multisimerr	-0.000	0.018	-0.007	0.098	-0.003	0.018	-0.000	0.224
linfit_multisimerr	-0.001	0.018	-0.004	0.104	-0.004	0.018	0.000	0.226
linfit_multisimerr	0.000	0.018	-0.008	0.105	-0.002	0.018	-0.006	0.197
linfit_multisimerr	-0.001	0.018	-0.003	0.093	-0.003	0.018	0.012	0.207
linfit_multisimerr	0.001	0.018	-0.001	0.100	-0.002	0.018	0.003	0.220
